,Local.time.in.Agadir...Al.Massira..airport.,T,P0,P,U,DD,Ff,ff10,WW,W.W.,c,VV,Td,Few clouds,Scattered clouds,Broken clouds,Overcast,cumulonimbus clouds,cumulus congestus of great vertical extent
6864,8/22/14 11:00,27,754.8,761.2,54,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6865,8/22/14 11:30,29,754.2,760.5,48,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6866,8/22/14 12:00,29,754.2,760.5,48,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6867,8/22/14 12:30,28,754.1,760.5,48,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6868,8/22/14 14:00,29,753.4,759.7,43,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6869,8/22/14 14:30,30,752.7,759,40,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6870,8/22/14 15:00,29,752.7,759,45,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6871,8/22/14 16:00,28,752.7,759,48,Wind blowing from the south-west,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6872,8/22/14 16:30,27,752.6,759,51,Wind blowing from the south-west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6873,8/22/14 17:00,26,752.6,759,54,Wind blowing from the south-west,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6874,8/22/14 17:30,26,752.6,759,54,Wind blowing from the south-southwest,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6875,8/22/14 18:00,25,752.6,759,61,Wind blowing from the south-southwest,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6876,8/22/14 18:30,24,752.6,759,61,Wind blowing from the south-west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6877,8/22/14 19:00,23,752.5,759,69,Wind blowing from the south-west,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6878,8/22/14 19:30,22,753.2,759.7,73,Wind blowing from the south-west,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6879,8/22/14 20:00,21,753.2,759.7,78,Wind blowing from the south-west,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6880,8/22/14 20:30,21,753.2,759.7,78,Wind blowing from the south-west,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6881,8/22/14 21:00,21,754,760.5,78,Wind blowing from the south-southwest,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6882,8/22/14 21:30,21,754,760.5,78,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6883,8/22/14 22:00,21,754.7,761.2,78,Wind blowing from the east,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6884,8/22/14 22:30,21,754.7,761.2,73,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6885,8/22/14 23:00,20,754.7,761.2,78,Wind blowing from the east,1,NA,,,,10.0 and more,16,0,0,0,0,0,0
6886,8/22/14 23:30,20,754,760.5,78,Wind blowing from the east,1,NA,,,,10.0 and more,16,0,0,0,0,0,0
6887,8/23/14 0:00,20,754,760.5,78,"Calm, no wind",0,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6888,8/23/14 1:00,19,753.9,760.5,83,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6889,8/23/14 1:30,19,753.2,759.7,83,Wind blowing from the north,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6890,8/23/14 2:00,19,753.2,759.7,78,"Calm, no wind",0,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6891,8/23/14 2:30,19,753.2,759.7,83,Wind blowing from the south-west,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6892,8/23/14 3:00,19,753.2,759.7,83,Wind blowing from the south-west,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6893,8/23/14 3:30,19,753.2,759.7,83,Wind blowing from the south-west,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6894,8/23/14 4:00,18,753.1,759.7,88,Wind blowing from the south-southwest,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6895,8/23/14 4:30,18,752.4,759,83,Wind blowing from the south,1,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6896,8/23/14 5:00,18,753.1,759.7,83,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6897,8/23/14 5:30,18,753.1,759.7,88,Wind blowing from the west-southwest,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6898,8/23/14 6:00,17,753.1,759.7,88,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6899,8/23/14 7:00,18,753.1,759.7,88,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6900,8/23/14 7:30,19,753.2,759.7,88,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6901,8/23/14 8:00,20,753.2,759.7,83,Wind blowing from the south-southwest,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6902,8/23/14 8:30,21,753.2,759.7,78,Wind blowing from the west,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6903,8/23/14 9:00,22,753.2,759.7,73,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6904,8/23/14 9:30,23,753.2,759.7,69,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6905,8/23/14 10:00,25,753.3,759.7,61,Wind blowing from the south-west,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6906,8/23/14 10:30,26,753.3,759.7,58,Wind blowing from the west-southwest,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6907,8/23/14 11:00,28,753.3,759.7,51,Wind blowing from the west-southwest,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6908,8/23/14 11:30,29,752.7,759,48,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6909,8/23/14 12:00,29,752.7,759,48,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6910,8/23/14 12:30,29,752.7,759,48,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6911,8/23/14 13:00,28,752.7,759,48,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6912,8/23/14 13:30,28,752.7,759,48,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6913,8/23/14 14:00,28,751.9,758.2,48,Wind blowing from the west-southwest,7,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6914,8/23/14 14:30,29,751.9,758.2,45,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6915,8/23/14 15:00,29,751.9,758.2,45,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6916,8/23/14 15:30,29,751.9,758.2,43,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6917,8/23/14 16:00,30,751.4,757.7,40,Wind blowing from the south-west,4,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6918,8/23/14 16:30,30,751.4,757.7,40,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6919,8/23/14 17:00,30,751.4,757.7,40,Wind blowing from the south-west,4,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6920,8/23/14 18:00,30,751.4,757.7,38,Wind blowing from the south-southwest,3,NA,,,No Significant Clouds,10.0 and more,14,0,0,0,0,0,0
6921,8/23/14 19:00,26,751.3,757.7,54,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6922,8/23/14 19:30,24,751.8,758.2,61,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6923,8/23/14 20:00,23,751.8,758.2,65,Wind blowing from the west-southwest,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6924,8/23/14 21:30,22,752.5,759,69,Wind blowing from the south,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6925,8/23/14 22:00,22,753.2,759.7,69,Wind blowing from the south-southwest,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6926,8/23/14 23:00,21,753.2,759.7,73,Wind blowing from the south-southwest,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6927,8/23/14 23:30,21,752.5,759,73,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6928,8/24/14 0:00,21,752.5,759,73,Wind blowing from the south-southwest,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6929,8/24/14 1:30,20,753.2,759.7,78,Wind blowing from the west,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6930,8/24/14 2:00,20,753.2,759.7,78,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6931,8/24/14 2:30,20,752.5,759,83,Wind blowing from the west-northwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6932,8/24/14 3:00,20,752.5,759,83,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6933,8/24/14 3:30,20,752.5,759,83,variable wind direction,1,NA,,,,10.0 and more,17,0,0,0,0,0,0
6934,8/24/14 4:00,19,752.5,759,83,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6935,8/24/14 4:30,19,752.5,759,88,Wind blowing from the north-northwest,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6936,8/24/14 5:00,19,752.5,759,88,Wind blowing from the west,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6937,8/24/14 5:30,19,752.5,759,88,Wind blowing from the west-northwest,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6938,8/24/14 6:00,19,752.5,759,88,Wind blowing from the west-northwest,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6939,8/24/14 7:00,19,752.5,759,88,Wind blowing from the south-west,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6940,8/24/14 7:30,20,752.5,759,83,Wind blowing from the west-southwest,2,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6941,8/24/14 8:00,20,753.2,759.7,83,Wind blowing from the south,2,NA,,,Broken clouds (60-90%) 600 m,10.0 and more,17,0,0,600,0,0,0
6942,8/24/14 8:30,20,753.2,759.7,83,Wind blowing from the south-west,2,NA,,,Broken clouds (60-90%) 600 m,10.0 and more,17,0,0,600,0,0,0
6943,8/24/14 9:00,21,753.2,759.7,83,Wind blowing from the south-southwest,2,NA,,,Broken clouds (60-90%) 600 m,10.0 and more,18,0,0,600,0,0,0
6944,8/24/14 9:30,23,754,760.5,69,Wind blowing from the west-southwest,2,NA,,,Scattered clouds (40-50%) 600 m,10.0 and more,17,0,600,0,0,0,0
6945,8/24/14 10:00,24,753.3,759.7,65,Wind blowing from the west,2,NA,,,"Few clouds (10-30%) 600 m, scattered clouds (40-50%) 6000 m",10.0 and more,17,600,6000,0,0,0,0
6946,8/24/14 11:00,26,753.3,759.7,58,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6947,8/24/14 11:30,27,753.3,759.7,54,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6948,8/24/14 12:30,27,753.3,759.7,54,Wind blowing from the west-southwest,7,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6949,8/24/14 13:00,27,753.3,759.7,51,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6950,8/24/14 13:30,28,752.7,759,48,Wind blowing from the south-west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6951,8/24/14 14:00,29,752.7,759,45,Wind blowing from the south-west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6952,8/24/14 14:30,29,752.7,759,45,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6953,8/24/14 15:00,30,751.9,758.2,40,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6954,8/24/14 15:30,29,751.9,758.2,43,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,15,0,0,0,0,0,0
6955,8/24/14 16:00,28,751.9,758.2,48,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6956,8/24/14 16:30,27,751.8,758.2,51,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6957,8/24/14 17:00,27,751.8,758.2,51,Wind blowing from the west-southwest,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6958,8/24/14 17:30,26,751.8,758.2,54,Wind blowing from the west-southwest,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6959,8/24/14 18:00,26,751.8,758.2,54,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6960,8/24/14 19:00,25,752.6,759,57,Wind blowing from the west-southwest,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6961,8/24/14 19:30,25,752.6,759,57,Wind blowing from the south-west,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6962,8/24/14 20:00,24,752.6,759,61,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6963,8/24/14 20:30,24,753.3,759.7,61,Wind blowing from the east-southeast,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6964,8/24/14 21:00,24,753.3,759.7,61,Wind blowing from the south-southeast,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6965,8/24/14 21:30,23,753.2,759.7,65,Wind blowing from the south-southeast,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6966,8/24/14 22:00,23,753.2,759.7,65,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6967,8/24/14 22:30,22,753.2,759.7,69,Wind blowing from the south,3,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6968,8/24/14 23:00,22,753.2,759.7,69,Wind blowing from the south,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6969,8/24/14 23:30,21,753.2,759.7,73,variable wind direction,1,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6970,8/25/14 0:00,21,NA,NA,73,Wind blowing from the south-west,2,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6971,8/25/14 3:56,19,752.5,759,88,Wind blowing from the west-southwest,3,NA,,,Broken clouds (60-90%) 30 m,10.0 and more,17,0,0,30,0,0,0
6972,8/25/14 4:00,19,752.5,759,88,Wind blowing from the west-southwest,3,NA,,,Broken clouds (60-90%) 30 m,10.0 and more,17,0,0,30,0,0,0
6973,8/25/14 4:30,19,752.5,759,88,Wind blowing from the west-southwest,3,NA,,,Broken clouds (60-90%) 30 m,6,17,0,0,30,0,0,0
6974,8/25/14 5:00,19,752.5,759,88,Wind blowing from the west-southwest,3,NA,,,Broken clouds (60-90%) 30 m,6,17,0,0,30,0,0,0
6975,8/25/14 5:30,19,752.5,759,88,Wind blowing from the west,3,NA,,,Broken clouds (60-90%) 30 m,6,17,0,0,30,0,0,0
6976,8/25/14 6:00,19,752.5,759,88,Wind blowing from the west-southwest,2,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6977,8/25/14 6:30,19,753.2,759.7,88,Wind blowing from the west,2,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6978,8/25/14 7:00,19,753.2,759.7,88,variable wind direction,1,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6979,8/25/14 7:30,19,753.2,759.7,88,Wind blowing from the west-southwest,2,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6980,8/25/14 8:00,19,753.2,759.7,88,variable wind direction,1,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6981,8/25/14 8:30,19,753.9,760.5,88,Wind blowing from the south-west,2,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6982,8/25/14 9:00,20,754,760.5,88,Wind blowing from the west,3,NA,,,Broken clouds (60-90%) 150 m,6,18,0,0,150,0,0,0
6983,8/25/14 9:30,21,754,760.5,83,Wind blowing from the west,3,NA,,,Broken clouds (60-90%) 150 m,6,18,0,0,150,0,0,0
6984,8/25/14 10:00,22,754,760.5,78,Wind blowing from the west,3,NA,,,Broken clouds (60-90%) 60 m,6,18,0,0,60,0,0,0
6985,8/25/14 10:02,22,754,760.5,78,Wind blowing from the west,3,NA,,,"Scattered clouds (40-50%) 90 m, scattered clouds (40-50%) 150 m",6,18,0,150,0,0,0,0
6986,8/25/14 10:30,22,754,760.5,73,Wind blowing from the west,3,NA,,,Broken clouds (60-90%) 150 m,6,17,0,0,150,0,0,0
6987,8/25/14 11:00,23,754,760.5,69,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6988,8/25/14 12:00,25,754.1,760.5,61,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6989,8/25/14 12:30,26,753.3,759.7,58,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6990,8/25/14 13:00,27,753.3,759.7,54,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6991,8/25/14 13:30,28,753.3,759.7,51,Wind blowing from the west-southwest,4,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6992,8/25/14 14:00,29,752.7,759,48,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6993,8/25/14 14:30,29,752.7,759,45,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6994,8/25/14 15:00,29,752.7,759,45,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6995,8/25/14 16:00,27,752.6,759,54,Wind blowing from the west,3,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
6996,8/25/14 16:30,27,752.6,759,51,Wind blowing from the west,5,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
6997,8/25/14 17:00,26,752.6,759,54,Wind blowing from the west,6,NA,,,Scattered clouds (40-50%) 480 m,8,16,0,480,0,0,0,0
6998,8/25/14 17:30,25,751.8,758.2,57,Wind blowing from the west-southwest,4,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,16,0,480,0,0,0,0
6999,8/25/14 18:00,25,752.6,759,57,Wind blowing from the south-west,4,NA,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m",8,16,0,3000,0,0,0,0
7000,8/25/14 18:30,23,752.5,759,65,Wind blowing from the west,5,NA,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m",10.0 and more,16,0,3000,0,0,0,0
7001,8/25/14 19:00,23,752.5,759,65,Wind blowing from the west-northwest,4,NA,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m",8,16,0,3000,0,0,0,0
7002,8/25/14 19:30,23,752.5,759,65,variable wind direction,2,NA,,,"Scattered clouds (40-50%) 480 m, scattered clouds (40-50%) 3000 m",8,16,0,3000,0,0,0,0
7003,8/25/14 19:50,23,752.5,759,69,Wind blowing from the west,2,NA,Thunderstorm,,"Scattered clouds (40-50%) 780 m, cumulonimbus clouds , scattered clouds (40-50%) 3000 m",8,17,0,3000,0,0,1,0
7004,8/25/14 20:00,23,753.2,759.7,69,Wind blowing from the west,2,NA,Thunderstorm,,"Scattered clouds (40-50%) 780 m, cumulonimbus clouds , scattered clouds (40-50%) 3000 m",8,17,0,3000,0,0,1,0
7005,8/25/14 20:30,23,752.5,759,69,Wind blowing from the north-west,2,NA,Thunderstorm,,"Scattered clouds (40-50%) 780 m, cumulonimbus clouds , scattered clouds (40-50%) 3000 m",8,17,0,3000,0,0,1,0
7006,8/25/14 21:00,22,753.2,759.7,69,Wind blowing from the north-northwest,2,NA,Thunderstorm,,"Scattered clouds (40-50%) 480 m, few clouds (10-30%) 780 m, cumulonimbus clouds",8,16,780,480,0,0,1,0
7007,8/25/14 21:25,22,753.2,759.7,73,"Calm, no wind",0,NA,,,"Scattered clouds (40-50%) 480 m, few clouds (10-30%) 780 m, cumulonimbus clouds",8,17,780,480,0,0,1,0
7008,8/25/14 21:30,22,753.2,759.7,73,"Calm, no wind",0,NA,,,"Scattered clouds (40-50%) 480 m, few clouds (10-30%) 780 m, cumulonimbus clouds",10.0 and more,17,780,480,0,0,1,0
7009,8/25/14 22:00,23,754,760.5,69,variable wind direction,1,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7010,8/25/14 22:30,22,754,760.5,73,Wind blowing from the north-east,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7011,8/25/14 23:00,23,754,760.5,69,Wind blowing from the east,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7012,8/25/14 23:30,23,754,760.5,69,variable wind direction,1,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7013,8/26/14 0:00,23,753.2,759.7,69,variable wind direction,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7014,8/26/14 0:30,23,752.5,759,69,Wind blowing from the east,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7015,8/26/14 1:00,23,752.5,759,69,Wind blowing from the west-northwest,3,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7016,8/26/14 1:30,23,752.5,759,69,Wind blowing from the north,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7017,8/26/14 2:00,22,752.5,759,73,Wind blowing from the west,3,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7018,8/26/14 2:30,21,752.5,759,83,Wind blowing from the west,5,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7019,8/26/14 3:00,21,752.5,759,83,Wind blowing from the west-southwest,3,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7020,8/26/14 3:30,21,753.2,759.7,78,Wind blowing from the south-west,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,17,0,480,0,0,0,0
7021,8/26/14 4:00,21,753.2,759.7,83,Wind blowing from the west-southwest,4,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7022,8/26/14 4:30,21,753.2,759.7,83,Wind blowing from the west-southwest,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7023,8/26/14 5:00,20,752.5,759,88,Wind blowing from the west-southwest,2,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7024,8/26/14 5:30,20,753.2,759.7,88,"Calm, no wind",0,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7025,8/26/14 6:00,21,753.2,759.7,83,variable wind direction,1,NA,,,Scattered clouds (40-50%) 480 m,10.0 and more,18,0,480,0,0,0,0
7026,8/26/14 6:30,21,753.2,759.7,83,Wind blowing from the west,1,NA,,,Broken clouds (60-90%) 480 m,10.0 and more,18,0,0,480,0,0,0
7027,8/26/14 7:00,21,753.2,759.7,83,variable wind direction,1,NA,,,Broken clouds (60-90%) 480 m,8,18,0,0,480,0,0,0
7028,8/26/14 7:30,22,753.2,759.7,78,Wind blowing from the north-northwest,3,NA,,,Broken clouds (60-90%) 480 m,8,18,0,0,480,0,0,0
7029,8/26/14 8:00,22,753.2,759.7,78,Wind blowing from the west-northwest,3,NA,,,Broken clouds (60-90%) 780 m,8,18,0,0,780,0,0,0
7030,8/26/14 8:30,23,754,760.5,74,Wind blowing from the south-east,3,NA,,,Broken clouds (60-90%) 780 m,8,18,0,0,780,0,0,0
7031,8/26/14 9:00,23,754,760.5,74,variable wind direction,1,NA,,,Broken clouds (60-90%) 900 m,8,18,0,0,900,0,0,0
7032,8/26/14 9:30,26,754.1,760.5,61,Wind blowing from the north-northwest,2,NA,,,Broken clouds (60-90%) 900 m,10.0 and more,18,0,0,900,0,0,0
7033,8/26/14 10:00,27,754.1,760.5,58,variable wind direction,1,NA,,,Broken clouds (60-90%) 900 m,10.0 and more,18,0,0,900,0,0,0
7034,8/26/14 10:30,31,754.2,760.5,43,"Calm, no wind",0,NA,,,Broken clouds (60-90%) 900 m,10.0 and more,17,0,0,900,0,0,0
7035,8/26/14 11:00,32,754.2,760.5,41,Wind blowing from the west,3,NA,,,Broken clouds (60-90%) 900 m,10.0 and more,17,0,0,900,0,0,0
7036,8/26/14 11:30,33,753.5,759.7,36,Wind blowing from the west,4,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
7037,8/26/14 12:00,29,753.4,759.7,51,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,18,0,0,0,0,0,0
7038,8/26/14 12:30,31,753.4,759.7,43,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
7039,8/26/14 13:00,31,753.4,759.7,43,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
7040,8/26/14 13:30,30,752.7,759,46,Wind blowing from the west,6,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
7041,8/26/14 14:00,31,752.7,759,43,Wind blowing from the west-southwest,5,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
7042,8/26/14 14:30,30,752.7,759,43,Wind blowing from the south-west,6,NA,,,No Significant Clouds,10.0 and more,16,0,0,0,0,0,0
7043,8/26/14 15:00,30,751.9,758.2,46,Wind blowing from the west-southwest,6,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
7044,8/26/14 15:30,29,751.9,758.2,48,Wind blowing from the west-southwest,7,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
7045,8/26/14 16:00,30,751.9,758.2,46,Wind blowing from the south-west,6,NA,,,No Significant Clouds,10.0 and more,17,0,0,0,0,0,0
