,percip_mm,humidity,temp,leafwet450_min,leafwet_lwscnt,gusts_ms,wind_dir,wind_ms,yield
2014-06-02 06:00:00,0,0.25816676,287.5583332,0,439,1.232187775,96.33333333,0.838222971,0
2014-06-02 08:00:00,0,0.308262751,288.1166668,0,438.0833333,1.689019283,224.0416667,1.362112328,0
2014-06-02 10:00:00,0,0.3189668,289.9666668,0,437.25,1.194467713,175.25,0.825649639,0
2014-06-02 12:00:00,0,0.389834133,290.3916666,0,437.9166667,1.806370507,274.5,1.303436716,0
2014-06-02 14:00:00,0,0.617169936,287.9416668,0,439.75,1.378876795,191.875,0.955574195,0
2014-06-02 16:00:00,0,0.541533175,286.6375,0,441.5416667,1.747694907,298.5,1.244761116,0
2014-06-02 18:00:00,0,0.453400849,284.6041667,0.083333333,441.8333333,2.648784583,313.125,2.254819795,0
2014-06-02 20:00:00,0,0.557003515,282.1708333,0,441.5416667,3.055322717,193.0416667,2.573344509,0
2014-06-02 22:00:00,0,0.916109798,280.3208333,0.958333333,447.1666667,5.104777873,29.625,4.631181935,0
2014-07-02 00:00:00,0,1.003025639,280.2875,5,507.2083333,5.041911205,35.16666667,4.509639561,3.644091416
2014-07-02 02:00:00,0,1.023582096,280.3499999,5,558.125,5.108969013,34.66666667,4.631181896,16.08138239
2014-07-02 04:00:00,0,1.030898467,280.3624999,5,581.3333333,6.110645453,28.75,5.620285014,19.57915273
2014-07-02 06:00:00,0,1.035668249,280.6,5.041666667,572.7083333,5.603520532,32.375,5.104777873,27.64074693
2014-07-02 08:00:00,0,1.037581449,280.725,5,540.0416667,4.815590978,32.70833333,4.304274946,16.61789298
2014-07-02 10:00:00,0,1.004446362,281.6208334,0.708333333,445.6666667,4.450963954,50.20833333,3.75104774,0.11845039
2014-07-02 12:00:00,0,0.985661782,282.6291666,0.083333333,444.8333333,4.195305993,50.79166667,3.49958089,0.06270903
2014-07-02 14:00:00,0,1.003682934,282.6333333,0,447.3333333,3.633696566,51.29166667,2.824811409,0.04877369
2014-07-02 16:00:00,0,1.012796484,282.2833334,2.25,462.7083333,3.097233872,85.5,2.489522214,0.480769231
2014-07-02 18:00:00,0,0.995376309,279.9708334,5,469.6666667,3.352891843,38.33333333,3.042749365,0.20206243
2014-07-02 20:00:00,0,0.99852588,279.4333334,5,500.4583333,3.021793813,40.04166667,2.694886833,1.902173913
2014-07-02 22:00:00,0,1.038421134,279.0458334,5,566.6666667,3.466051976,35.75,3.025984933,8.584169454
2014-08-02 00:00:00,0,1.045472801,279.0041667,5,502.0833333,3.202011734,35.08333333,2.778709143,8.946488294
2014-08-02 02:00:00,0.008333333,1.038607222,278.5916667,5,489.7083333,2.397317698,52.29166667,2.032690699,2.118171683
2014-08-02 04:00:00,0,1.006272994,280.7916667,3.791666667,461.3333333,2.468566656,44.91666667,2.133277461,0.02787068
2014-08-02 06:00:00,0,0.965896306,281.2250001,0,446.9166667,1.881810571,33.95833333,1.647108123,0
2014-08-02 08:00:00,0,0.554916581,284.0083333,0,443.0833333,2.54400672,53.20833333,2.187761948,0
2014-08-02 10:00:00,0,0.609235071,285.225,0,442.0416667,2.841575871,71.70833333,2.196144188,0
2014-08-02 12:00:00,0,0.559963044,286.2166667,0,441.2083333,2.16680637,81.29166667,1.655490379,0
2014-08-02 14:00:00,0,0.719790208,285.9916667,0,442.875,1.961441755,76.41666667,1.525565813,0
2014-08-02 16:00:00,0,0.947186184,283.1458332,1.166666667,448.5833333,1.756077116,73.16666667,1.37468568,0.03483835
2014-08-02 18:00:00,0,1.014616122,281,5,533.1666667,2.594300076,54.66666667,2.137468581,4.354793757
2014-08-02 20:00:00,0,0.985604167,279.0916666,4.708333333,480.3333333,2.942162623,54,2.619446784,0.710702341
2014-08-02 22:00:00,0,0.711497881,280.4833334,0,446.2083333,2.711651295,43.16666667,2.405699929,0
2014-09-02 00:00:00,0,0.729513596,279.4333333,3,468.4166667,2.011735141,59.16666667,1.626152565,0
2014-09-02 02:00:00,0,0.214222763,282.7125,0,442.8333333,1.089689863,164.6666667,0.73763621,0
2014-09-02 04:00:00,0,0.205308973,283.5833333,0,441.75,1.50041911,57.95833333,1.207041067,0
2014-09-02 06:00:00,0,0.620934909,280.8166667,0,442.8333333,1.429170147,29.875,1.135792111,0
2014-09-02 08:00:00,0,0.571761354,282.1999999,0,441.6666667,1.420787933,38.04166667,1.081307638,0
2014-09-02 10:00:00,0,0.614646596,283.6166667,0,440.4583333,0.9555742,41.875,0.674769488,0
2014-09-02 12:00:00,0,0.795929124,283.4208334,0,441.9166667,2.028499593,203.0416667,1.559094727,0
2014-09-02 14:00:00,0,0.924313379,282.1291666,0,445.2083333,3.202011744,290.1666667,2.58172676,0
2014-09-02 16:00:00,0,0.985383131,281.2166669,1.458333333,451.75,2.988264879,246,2.187761952,0.22296544
2014-09-02 18:00:00,0,1.016420374,280.5166667,5,522.5833333,3.185247252,139.0833333,2.531433384,4.152731327
2014-09-02 20:00:00,0.033333334,1.024695233,280.5250001,5,569.5,4.434199492,127.1666667,3.306789617,6.54960981
2014-09-02 22:00:00,0.016666667,1.028224001,280.5333333,5,573.7083333,3.74685668,130.625,2.879295896,6.995540691
2014-10-02 00:00:00,0.008333333,1.031601161,280.3583333,5,558.5833333,3.155909439,133.7083333,2.518860022,5.072463768
2014-10-02 02:00:00,0.100000003,1.033781971,280.5291667,5,592.25,4.287510484,151.5,3.277451813,7.552954292
2014-10-02 04:00:00,0.483333334,1.032784253,281.0291668,5,616,5.511316001,207.6666667,4.404861699,18.59671126
2014-10-02 06:00:00,0.333333332,1.033004195,281.1208335,5.041666667,549.9166667,6.793797135,92.75,5.398155888,15.78874025
2014-10-02 08:00:00,0.116666668,1.034718648,279.8375,4.916666667,494.25,9.358759443,37.125,8.482816458,8.263656633
2014-10-02 10:00:00,0.616666669,0.982129385,279.2583333,4.416666667,453.1666667,9.505448461,43.29166667,8.4995809,0.01393534
2014-10-02 12:00:00,0.77500002,0.761069797,280.2083333,0,447.6666667,9.41743509,43.70833333,8.24811395,0
2014-10-02 14:00:00,0.150000005,0.863613322,280.1666667,4.25,451.0833333,7.619446814,126.0833333,6.24476107,0
2014-10-02 16:00:00,0,0.934391094,279.3125,5,462.625,6.83570832,60.75,5.91785413,0
2014-10-02 18:00:00,0,1.012041581,278.6166667,5,642.75,5.725062887,43.125,5.176026841,4.884336678
2014-10-02 20:00:00,0,1.026436741,278.5500001,3.5,460.5,4.8323554,54.33333333,4.073763629,8.409977703
2014-10-02 22:00:00,0,1.032169392,278.3916667,2.583333333,452.5416667,4.224643747,123.625,3.495389799,5.873745819
2014-11-02 00:00:00,0,1.030357063,277.9083333,3.791666667,465.0416667,4.124056995,335.2083333,3.57921205,6.16638796
2014-11-02 02:00:00,0,0.963629335,278.1458333,0.458333333,447.7916667,4.446772873,167.125,3.839061181,0
2014-11-02 04:00:00,0,0.701848647,280.3875001,0,446,6.785414954,37.04166667,6.202849925,0.00696767
2014-11-02 06:00:00,0,0.45526164,281.5458334,0,444.8333333,5.930427492,31.29166667,5.322715839,0
2014-11-02 08:00:00,0,0.411156142,282.8833332,0,442.9583333,5.381391406,66.5,4.798826496,0
2014-11-02 10:00:00,0,0.348973837,284.0875,0,441.4583333,5.222129107,64.45833333,4.727577547,0
2014-11-02 12:00:00,0,0.393562704,286.8833334,0,440.9166667,2.992456034,72.79166667,2.472757757,0
2014-11-02 14:00:00,0,0.576761076,286.8625,0,441.9583333,1.274098913,70.58333333,0.972338647,0
2014-11-02 16:00:00,0,0.357298333,287.0583334,0,441.875,0.792120706,62.875,0.481978213,0
2014-11-02 18:00:00,0,0.369036526,284.3625001,0,442.3333333,1.517183582,88.375,1.139983237,0
2014-11-02 20:00:00,0,0.129033543,283.7583334,0,440.5833333,2.745180249,44.04166667,2.359597663,0
2014-11-02 22:00:00,0,0.257382538,283.2125001,0,440.5416667,3.885163446,30.45833333,3.470243096,0
16-02-2014 00:00,0,0.99385264,279.8375,1.541666667,462.9166667,5.557418267,31.375,5.071248939,2.536231884
16-02-2014 02:00,0,1.025549782,279.4625,4.75,558.9166667,3.818105628,50.20833333,3.160100599,9.754738016
16-02-2014 04:00,0.008333333,1.035338918,279.7624999,5,569.0833333,3.491198659,150.25,2.791282485,13.87263099
16-02-2014 06:00,0,1.035690198,279.5083333,5,570.25,3.801341146,173.3333333,3.130762815,15.62151617
16-02-2014 08:00,0.008333333,1.038543656,279.15,5.041666667,528.9166667,3.868398984,169.5833333,3.067896068,9.650222965
16-02-2014 10:00,0,1.037655219,279.5583333,3.625,455.0416667,4.124056965,124.6666667,3.302598476,4.382664437
16-02-2014 12:00,0.008333333,1.036945427,280.1833333,5,595.5833333,4.853310982,207.0416667,3.906119029,4.995819398
16-02-2014 14:00,0,1.036239028,279.8333333,5,775.0833333,4.488683999,201.4583333,3.440905283,4.417502787
16-02-2014 16:00,0.158333334,1.037832657,279.5833334,5,593.875,5.58256497,291.0833333,4.186923712,12.18645485
16-02-2014 18:00,0.008333333,1.038369546,279.6541667,5,534.125,4.237217098,315.25,3.717518886,12.53483835
16-02-2014 20:00,0.008333333,1.036046719,279.5958334,5,521.375,4.530595203,312.0416667,3.964794636,15.39158305
16-02-2014 22:00,0,1.037294706,279.2916665,4.541666667,488.5833333,3.650461048,321.375,3.059513827,5.441750279
17-02-2014 00:00,0,1.034775441,279.1583333,5,497,3.541492025,128.125,2.795473605,1.853400223
17-02-2014 02:00,0.008333333,1.037194734,279.025,5,547.5416667,4.979044418,328.5416667,4.33361277,24.62374582
17-02-2014 04:00,0.033333334,1.04080763,278.5625,5,538.4583333,5.389773667,319.5,4.773679852,26.06605351
17-02-2014 06:00,0.008333333,1.040844257,278.0875001,5,540.9583333,4.17015927,314.375,3.633696556,15.12681159
17-02-2014 08:00,0.125000001,1.043679545,278.1208333,5,540.625,7.841575841,306.0416667,7.057837407,23.48104794
17-02-2014 10:00,0.321739135,1.041160195,277.6586956,3.695652174,468.2608696,7.678122342,318.4166667,6.848281622,13.00167224
17-02-2014 12:00,0.475000003,1.039738124,277.5916667,5,556.4166667,5.993294229,239.9583333,4.719195326,9.350613155
17-02-2014 14:00,0.091666669,1.03669255,278.1166667,3.958333333,559.5416667,5.49455149,270.1666667,4.245599339,12.88322185
17-02-2014 16:00,0.316666666,1.036331713,278.0083333,5,548.375,6.529756904,241.0833333,5.08382231,13.52424749
17-02-2014 18:00,0.041666667,1.035641357,277.7708333,5,512.875,7.866722584,318.9583333,6.592623611,10.5490524
17-02-2014 20:00,0.025,1.034511934,277.575,5.041666667,530.75,5.381391446,310.5,4.723386486,8.319397993
17-02-2014 22:00,0.41666667,1.034506644,278.2958333,5,609.4583333,6.739312669,308.25,5.850796302,22.43589744
18-02-2014 00:00,1.024999996,1.032720337,278.1833334,5,547.9583333,7.476948837,305.1666667,6.077116509,13.49637681
18-02-2014 02:00,0.008333333,1.031751975,277.125,5,541.5416667,4.882648806,140.6666667,3.868398984,3.797380156
18-02-2014 04:00,1.16666668,1.034094597,277.1,5,527.9583333,5.825649619,143.625,4.593461881,5.734392419
18-02-2014 06:00,0.358333343,1.031071797,277.2333333,5,518.375,6.177703281,141.5,4.861693203,5.831939799
18-02-2014 08:00,1.016666653,1.030837441,277.2708333,5,504.7916667,5.989103099,150.75,4.765297592,3.797380156
18-02-2014 10:00,0.666666678,1.031615903,277.9,5,510.6666667,6.689019303,117.0416667,5.176026821,3.205128205
18-02-2014 12:00,0.008333333,1.032388379,278.4083334,5,508.3333333,5.82984074,193.3333333,4.564124087,1.999721293
18-02-2014 14:00,0.033333334,1.031150649,278.4583335,5,462.4166667,5.310142507,179.7083333,4.300083876,0.12541806
18-02-2014 16:00,0,1.031452859,278.2041666,5,477.5416667,4.815590988,111.125,3.704945525,0.21599777
18-02-2014 18:00,0,1.030443758,277.9166666,5,534.2916667,5.662196159,182.7916667,4.341995031,0.431995541
18-02-2014 20:00,0,1.032029495,277.9291667,5,675.875,7.095557471,63.79166667,5.712489525,3.051839465
18-02-2014 22:00,0,1.032028193,277.8749999,5,486.3333333,7.208717505,42.875,6.374685685,4.988851728
19-02-2014 00:00,0,1.031043649,277.5750001,4.458333333,471.25,6.634534796,46.54166667,5.645431697,5.434782609
19-02-2014 02:00,0.008333333,1.032197446,276.975,2.166666667,448.6666667,5.771165172,39.875,4.945515543,2.069397993
19-02-2014 04:00,0.083333334,1.031970436,276.4208334,3.958333333,451.9583333,6.102263212,68.875,5.16345346,0.02090301
19-02-2014 06:00,0.216666664,1.031532541,276.6833333,5,456.3333333,7.045264105,42.95833333,6.215423306,0
19-02-2014 08:00,0,1.026839932,277.5666666,5.041666667,456.2916667,4.119865874,68.375,3.239731784,0
19-02-2014 10:00,0.008333333,1.021852702,278.8333334,4.791666667,455.0416667,4.530595144,268.9166667,3.642078747,0.04877369
19-02-2014 12:00,0,1.028889592,279.7916667,5,456.375,4.157585919,329.5,3.41575859,0
19-02-2014 14:00,0,0.970669356,280.7708334,5,457.6666667,3.696563294,258.375,2.958927065,0
19-02-2014 16:00,0,0.95920484,280.0791667,5,461.5416667,3.281642954,92.29166667,2.485331123,0
19-02-2014 18:00,0,1.024935365,279.1916666,5,640.2916667,3.264878452,221.2916667,2.594300086,1.546822742
19-02-2014 20:00,0,1.037106211,278.8499999,5,688.5,3.055322717,326.0833333,2.623637895,2.703455964
19-02-2014 22:00,0,1.027525452,279.0041666,4.791666667,475.375,2.887678126,308.125,2.401508813,2.828874025
20-02-2014 00:00,0,0.711642688,281.575,0.541666667,447.5833333,3.357082958,257.4583333,2.87091366,0
20-02-2014 02:00,0,0.575147074,282.2458333,0,446,2.305113152,77.45833333,1.957250625,0
20-02-2014 04:00,0,0.481384102,283.4208333,0,445.4166667,2.233864228,66.91666667,1.923721731,0
20-02-2014 06:00,0,0.434929666,283.6791667,0,444.4583333,1.852472767,129.9166667,1.655490379,0
20-02-2014 08:00,0,0.522475163,283.5125,0,443,2.83319364,129.75,2.510477781,0
20-02-2014 10:00,0.058333332,0.473179653,285.4916667,0,442.2916667,2.686504632,112.0833333,2.141659692,0
20-02-2014 12:00,1.974999995,0.420024049,287.8416666,0,441.4583333,3.046940476,81.83333333,2.342833231,0.00696767
20-02-2014 14:00,0,0.385777182,288.6666667,0,441.1666667,2.380553246,115.5833333,1.634534801,0
20-02-2014 16:00,0.533333321,0.374810786,287.8458333,0,441.375,1.571668059,84.20833333,1.119027662,0
20-02-2014 18:00,0,0.496096087,285.6458334,0,442.75,0.419111482,174.5,0.188600169,0
20-02-2014 20:00,0,0.442630076,285.2625,0,442.9583333,0.368818099,81.20833333,0.184409054,0
20-02-2014 22:00,0,0.423251615,285.3875,0,442.875,0.515507129,48,0.259849117,0
21-02-2014 00:00,0,0.428483319,285.1791667,0,442.9166667,0.519698237,58.45833333,0.406538134,0
21-02-2014 02:00,0,0.467444463,284.8208335,0,443,0.603520541,166.1666667,0.481978205,0
21-02-2014 04:00,0,0.539539345,284.1208334,0,443,0.427493718,285.8333333,0.264040232,0
21-02-2014 06:00,0,0.516522853,284.6666667,0,442.875,0.725062874,70.16666667,0.481978207,0
21-02-2014 08:00,0,0.420958288,287.5500001,0,440.0416667,0.678960613,58.375,0.410729256,0
21-02-2014 10:00,0,0.387123438,288.7458335,0,439,1.072925404,280.75,0.758591791,0
21-02-2014 12:00,0.016666667,0.411039268,288.7833333,0,439.2916667,1.655490379,303.0416667,1.316010048,0
21-02-2014 14:00,0,0.413796802,288.4083332,0,440.8333333,2.150041928,309.3333333,1.739312679,0
21-02-2014 16:00,0,0.447608676,286.4333334,0,441.0833333,2.50209557,316.8333333,2.150041933,0
21-02-2014 18:00,0,0.686910292,283.7125,0,443.2916667,2.326068734,340.4583333,2.032690714,0
21-02-2014 20:00,0,0.644431983,282.3208333,0,443.9166667,2.380553251,121.5416667,2.028499588,0
21-02-2014 22:00,0,0.541195434,282.4333333,0,443,2.58591786,245.6666667,2.04526406,0
22-02-2014 00:00,0,0.498863654,283.0125,0,443,2.79128247,43.41666667,2.288348685,0
22-02-2014 02:00,0,0.508572144,283.3875,0,443,3.310980717,56.29166667,2.858340318,0
22-02-2014 04:00,0,0.588360334,283.1833333,0,443,3.784576714,36.16666667,3.302598476,0
22-02-2014 06:00,0,0.568824182,283.1916667,0,442.875,2.979882648,33.83333333,2.606873453,0
22-02-2014 08:00,0,0.498932288,285.4666667,0,441.0833333,2.351215432,48.375,2.028499593,0
22-02-2014 10:00,0,0.454984079,286.2333333,0,440.25,2.384744316,77.41666667,2.020117382,0
22-02-2014 12:00,0,0.520902261,287.9875001,0,439.9583333,1.630343691,80.83333333,1.139983232,0
22-02-2014 14:00,0,0.458030369,288.5875,0,441,1.613579209,101.625,1.077116522,0
22-02-2014 16:00,0,0.48844891,287.7916667,0,441.4583333,1.404023483,106,1.031014264,0
22-02-2014 18:00,0,0.515551108,286.7916667,0,442.0833333,1.957250655,58.04166667,1.512992466,0
22-02-2014 20:00,0,0.592051866,285.8749999,0,443,2.062028512,52.08333333,1.726739312,0
22-02-2014 22:00,0,0.537949823,286.2250001,0,443,2.648784588,76.20833333,2.225481987,0
23-02-2014 00:00,0,0.426927435,286.4625001,0,442.2916667,3.0804694,88.41666667,2.602682312,0
23-02-2014 02:00,0,0.497208435,285.3958334,0,442.4166667,2.12908636,65.66666667,1.6638726,0
23-02-2014 04:00,0,0.526934791,284.8208333,0,443,2.770326893,88.20833333,2.183570847,0
23-02-2014 06:00,0,0.510463461,284.8208333,0,442.625,2.841575861,56.20833333,2.317686508,0
23-02-2014 08:00,0,0.524636547,285.85,0,441.0833333,3.654652129,73.70833333,3.005029331,0
23-02-2014 10:00,0,0.457038607,287.8458334,0,440.4583333,3.101425002,60,2.372171024,0
23-02-2014 12:00,0,0.406765414,289.6833331,0,439.9583333,2.791282475,169.8333333,2.078792959,0
23-02-2014 14:00,0,0.414517035,290.125,0,440.4166667,2.422464381,261.9583333,1.663872595,0
23-02-2014 16:00,0,0.509063806,287.9166669,0,441.375,1.437552405,261.375,0.963956416,0
23-02-2014 18:00,0,0.668803913,283.9375,0.041666667,443.2916667,2.33445097,295.6666667,1.860855003,0
23-02-2014 20:00,0,0.616028843,282.3916668,0.291666667,444.125,2.703269079,296,2.099748517,0
23-02-2014 22:00,0,0.531291558,282.8833333,0,443.0416667,2.858340343,300.4166667,2.217099776,0
24-02-2014 00:00,0,0.971093446,278.7208334,4.875,517.2083333,2.351215432,204.4166667,1.877619465,2.828874025
24-02-2014 02:00,0,1.012023916,278.1958333,5,503.8333333,3.126571715,42.20833333,2.556580047,3.546544036
24-02-2014 04:00,0,1.003445064,277.7541667,4.375,483.75,3.386420796,44.625,2.854149242,0.926700111
24-02-2014 06:00,0,1.012074783,277.7291667,5,536.7916667,4.430008392,32.25,4.098910362,4.117892977
24-02-2014 08:00,0,1.024080634,277.9708333,4.208333333,471,5.25146685,37.125,4.794635336,2.278428094
24-02-2014 10:00,0,0.981726932,279.9125,0,445.2083333,4.677284181,46.375,4.048616936,0.00696767
24-02-2014 12:00,0.008333333,0.860995904,282.2708333,0,444.1666667,4.228834887,117.0833333,3.294216255,0.00696767
24-02-2014 14:00,0,0.923489995,282.1416667,0.125,446.4166667,3.118189424,65,2.309304297,0.06270903
24-02-2014 16:00,0.799999988,0.980994175,280.35,2.5,449.875,3.273260693,140.5416667,2.497904465,0.00696767
24-02-2014 18:00,0.016666667,1.005924997,279.4500001,5,529.9166667,7.187761943,45.08333333,6.496228,2.585005574
24-02-2014 20:00,0.066666668,1.022490725,278.6833333,5,541.25,7.795473675,35.41666667,7.208717505,3.198160535
24-02-2014 22:00,0,1.024192194,278.8333334,5,537.375,7.032690704,48.08333333,6.366303444,3.288740245
25-02-2014 00:00,0,1.016711377,278.85,5.041666667,498.3333333,4.258172661,61.20833333,3.696563284,1.191471572
25-02-2014 02:00,0,0.951249522,279.525,0.125,447.0833333,4.476110707,43.95833333,4.006705781,0
25-02-2014 04:00,0,0.979727385,279.1375,2,451.25,2.979882628,146.75,2.464375546,0
25-02-2014 06:00,0,0.937361581,280.0708333,0,446.7916667,4.019279152,59.04166667,3.474434157,0
25-02-2014 08:00,0,0.917781872,281.8125001,0,444.4583333,3.231349548,37.83333333,2.887678097,0
25-02-2014 10:00,0,0.682679512,284.7083333,0,443.1666667,2.862531424,79.25,2.401508813,0
25-02-2014 12:00,0,0.597860437,287.6125,0,443.2916667,1.638725907,83.5,1.202849964,0
25-02-2014 14:00,0,0.742533113,286.5541668,0,444.0833333,1.890192817,87,1.546521371,0
25-02-2014 16:00,0,0.850934806,283.4583334,0,445.75,1.047778716,55.33333333,0.800502939,0
25-02-2014 18:00,0,0.842237838,283.05,2.5,452.3333333,0.888516347,246.125,0.607711657,0
25-02-2014 20:00,0,0.71846776,282.6083333,0,446.5833333,1.617770329,294.7083333,1.395641252,0
25-02-2014 22:00,0,0.482221063,284.3833333,0,444.7083333,0.95557419,287.125,0.746018447,0
26-02-2014 00:00,0,0.338108603,285.7541667,0,443.0833333,1.341156748,279.8333333,1.035205359,0
26-02-2014 02:00,0,0.321909633,285.4833333,0,442.8333333,0.65381392,300,0.498742664,0
26-02-2014 04:00,0,0.482103525,284.9791667,0,443,0.54065382,205.9166667,0.339480306,0
26-02-2014 06:00,0,0.502585088,285.1666667,0,442.7916667,1.014249785,30.5,0.733445098,0
26-02-2014 08:00,0,0.410104233,288.5333334,0,440.25,1.429170161,80.33333333,1.148365467,0
26-02-2014 10:00,0,0.37309103,290.85,0,439.7083333,1.718357096,93.91666667,1.33277452,0
26-02-2014 12:00,0,0.437612387,290.5541665,0,440.8333333,1.902766168,89.95833333,1.387259007,0
26-02-2014 14:00,0,0.624962342,289.5249999,0,441.6666667,1.445934619,212,1.001676455,0
26-02-2014 16:00,0,0.682550954,287.6791667,0,442.875,1.332774505,213.1666667,0.976529767,0
26-02-2014 18:00,0,0.451524315,286.1916666,0,442.9583333,1.835708315,274.875,1.538139159,0
26-02-2014 20:00,0,0.354665579,286.4708335,0,441.9583333,2.552388931,271.25,2.238055324,0
26-02-2014 22:00,0,0.332123258,287.6333333,0,441.125,1.974015092,126.5416667,1.714165991,0
27-02-2014 00:00,0,0.282242907,288.3208334,0,441,1.785414912,60.20833333,1.525565797,0
27-02-2014 02:00,0,0.29612358,287.5583333,0,441,1.031014258,53.54166667,0.854987431,0
27-02-2014 04:00,0,0.236592258,287.8291667,0,440.8333333,0.52808048,73.83333333,0.389773679,0
27-02-2014 06:00,0,0.272279603,288.0125,0,440.375,0.167644593,46.75,0.088013412,0
27-02-2014 08:00,0,0.275980845,290.5208335,0,438.4583333,1.479463545,78.25,1.165129924,0
27-02-2014 10:00,0,0.253496842,290.5291665,0,438.9166667,2.430846622,109.2083333,1.881810586,0
27-02-2014 12:00,0,0.371595995,291.2999999,0,439.25,2.062028497,97.125,1.416596825,0
27-02-2014 14:00,0,0.597546517,289.2499999,0,441.0416667,1.693210388,241.1666667,1.240570004,0
27-02-2014 16:00,0,0.487654191,286.8541667,0,441.3333333,3.600167622,303.6666667,3.113998334,0
27-02-2014 18:00,0,0.316645263,285.3375,0,440.9166667,2.636211226,324.5416667,2.271584277,0
27-02-2014 20:00,0,0.291532615,285.0791666,0,440.7083333,3.16848281,323.7916667,2.740989119,0
27-02-2014 22:00,0,0.183961115,286.3,0,439.25,2.62363789,308.3333333,2.187761987,0
28-02-2014 00:00,0,0.210537288,285.9875,0,439,1.856663883,164.125,1.471081316,0
28-02-2014 02:00,0,0.230459747,286.1916667,0,439,1.701592629,50.58333333,1.471081316,0
28-02-2014 04:00,0,0.245933462,285.9875,0,439,1.659681474,73.16666667,1.299245601,0
28-02-2014 06:00,0,0.225779664,285.65,0,439,2.233864218,79.41666667,1.902766123,0
28-02-2014 08:00,0,0.272583721,287.4958334,0,438.3333333,2.95473597,110.4583333,2.300922041,0
28-02-2014 10:00,0,0.340575917,287.7666668,0,439,2.740989139,122.7916667,2.313495373,0.0696767
28-02-2014 12:00,0,0.278397579,290.3041666,0,438.9583333,1.978206197,103.5833333,1.370494554,0
28-02-2014 14:00,0,0.311173681,290.7749999,0,438.625,1.890192782,128.5416667,1.29086338,0
28-02-2014 16:00,0,0.537234611,288.0583333,0,440.125,0.95138306,171.125,0.687342846,0
28-02-2014 18:00,0,0.417434105,286.6500001,0,440.9166667,0.561609387,259,0.331098071,0
28-02-2014 20:00,0,0.321210715,286.0208334,0,440.5,0.20117351,166.25,0.117351215,0
28-02-2014 22:00,0,0.257096063,286.7375001,0,439.7916667,0.590947197,237.4166667,0.46102264,0
2014-01-03 00:00:00,0,0.266170322,286.5333332,0,439.25,1.232187778,275.5833333,1.014249802,0
2014-01-03 02:00:00,0,0.29116069,286.3125001,0,439.2916667,2.724224637,280.375,2.397317703,0
2014-01-03 04:00:00,0,0.292686688,286.5250001,0,439,3.646269908,286.75,3.394803057,0
2014-01-03 06:00:00,0,0.281737849,286.9041668,0,439,4.316848298,288.2916667,3.935456842,0
2014-01-03 08:00:00,0.016666667,0.273289381,288.9083334,0,437.625,2.707460205,286.75,2.313495388,0
2014-01-03 10:00:00,0,0.309440721,289.1083335,0,438,2.594300111,306,2.145850802,0.07664437
2014-01-03 12:00:00,0,0.427890425,287.975,0,439,1.9153395,298.75,1.441743498,0
2014-01-03 14:00:00,0,0.685085033,284.6541666,0,441.0416667,3.277451793,294.4166667,2.573344519,0
2014-01-03 16:00:00,0,0.889370879,281.6916667,0,443.5833333,4.220452617,100.0833333,3.344509631,0
2014-01-03 18:00:00,0,0.912093813,280.3541667,1.416666667,449.8333333,5.180217961,38.75,4.593461861,0.24386845
2014-01-03 20:00:00,0,0.941163063,279.9541667,4,462.6666667,5.3352892,34.08333333,4.731768688,0
2014-01-03 22:00:00,0,0.982687722,280.3458334,5,515,4.756915291,139.9583333,4.145012587,4.668338907
2014-02-03 00:00:00,0,1.007762586,280.6125,5,523.7083333,3.872590105,119.25,3.042749355,9.162486065
2014-02-03 02:00:00,0.016666667,1.011254956,280.6666667,5,531.875,3.487007519,154.9583333,2.62782901,7.977982163
2014-02-03 04:00:00,0.091666669,1.012747521,280.575,5,580.8333333,4.270745993,149.9583333,3.352891892,13.74024526
2014-02-03 06:00:00,0.008333333,1.013936649,280.2041667,5,550.1666667,4.492875159,161,3.587594301,12.74386845
2014-02-03 08:00:00,0.1,1.016240006,280.3291667,5,511.6666667,4.823973199,82.5,3.956412425,9.232162765
2014-02-03 10:00:00,0,1.011804134,281.2791668,5,476.0416667,4.844928781,123.8333333,4.069572508,5.657748049
2014-02-03 12:00:00,0,0.972199363,282.5958335,2.083333333,451.8333333,7.208717505,41.16666667,6.349539022,0.02090301
2014-02-03 14:00:00,0.583333335,0.981570462,282.3750001,0.958333333,449.6666667,8.566638728,42.58333333,7.84157594,0.404124861
2014-02-03 16:00:00,0.191666663,1.007585876,281.7958334,5,550.875,7.183570862,42.95833333,6.219614426,7.309085842
2014-02-03 18:00:00,0.075000003,1.013296043,281.6249999,5,557.9166667,6.207041045,63.45833333,5.33528917,14.30462653
2014-02-03 20:00:00,0.025,1.017444973,281.9541665,5,581.875,5.368818104,75.58333333,4.346186141,15.79570792
2014-02-03 22:00:00,0.133333335,1.016458328,281.9041667,5,613.75,4.643755217,162.375,3.654652158,13.38489409
2014-03-03 00:00:00,0.066666668,1.018429418,281.6541667,5,599.7083333,5.201173504,297.125,4.33361274,16.47157191
2014-03-03 02:00:00,0.016666667,1.019505327,281.4249999,5,595.375,5.452640394,332.7083333,4.865884364,24.35897436
2014-03-03 04:00:00,0.016666667,1.019155552,281.2583337,5,596.8333333,5.180217942,335.5,4.593461871,25.33444816
2014-03-03 06:00:00,0.008333333,1.020968442,281.1708336,5.041666667,592.4166667,3.759430031,328.7916667,3.172673931,19.18199554
