Time,T,P0,P,U,DD,Ff,VV,Td,Few clouds,Scattered clouds,Broken clouds,Overcast,cumulonimbus clouds,cumulus congestus of great vertical extent
2014-04-02 06:00:00,287.15,730.3,756.9,94,16,4,8,286.15,0,2400,480,0,0,0
2014-04-02 06:50:00,287.15,730.3,756.9,94,14,5,4,286.15,0,480,150,0,0,0
2014-04-02 07:00:00,287.15,730.3,756.9,94,14,5,4,286.15,0,480,150,0,0,0
2014-04-02 08:00:00,286.15,731,757.7,94,15,4,4,285.15,0,480,150,0,0,0
2014-04-02 10:00:00,286.15,731.4,758.2,94,7,6,4,285.15,0,0,480,0,0,0
2014-04-02 11:00:00,286.15,732.2,759,94,8,7,3,285.15,0,0,480,0,0,0
2014-04-02 12:00:00,288.15,731.6,758.2,82,8,5,8,285.15,180,0,480,0,0,0
2014-04-02 13:00:00,289.15,731.7,758.2,72,8,8,8,284.15,0,0,480,0,0,0
2014-04-02 14:00:00,289.15,731.7,758.2,72,8,8,8,284.15,0,0,480,0,0,0
2014-04-02 15:00:00,289.15,731.7,758.2,68,15,10,8,283.15,0,0,480,0,0,0
2014-04-02 16:00:00,290.15,731.3,757.7,64,8,10,8,283.15,0,3000,480,0,0,0
2014-04-02 17:00:00,289.15,731.7,758.2,59,-1,,8,281.15,0,3000,480,0,0,0
2014-04-02 18:00:00,289.15,731.7,758.2,63,15,9,8,282.15,0,3000,480,0,0,0
2014-04-03 06:00:00,285.15,733.6,760.5,82,8,4,11,282.15,0,480,0,0,0,0
2014-04-03 07:00:00,284.15,734.1,761.2,88,8,3,11,282.15,0,480,0,0,0,0
2014-04-03 08:00:00,286.15,734.3,761.2,82,7,4,11,283.15,0,480,0,0,0,0
2014-04-03 09:00:00,288.15,735.3,762,68,7,5,11,282.15,0,480,0,0,0,0
2014-04-03 10:00:00,289.15,735.4,762,59,15,7,11,281.15,0,480,0,0,0,0
2014-04-03 11:00:00,289.15,736.2,762.8,55,4,6,11,280.15,0,480,0,0,0,0
2014-04-03 12:00:00,291.15,736.3,762.8,46,4,8,11,279.15,0,480,0,0,0,0
2014-04-03 13:00:00,291.15,735.6,762,46,4,5,11,279.15,0,480,0,0,0,0
2014-04-03 14:00:00,291.15,735.6,762,49,4,5,11,280.15,0,480,0,0,0,0
2014-04-03 15:00:00,291.15,735.6,762,52,4,8,11,281.15,0,0,480,0,0,0
2014-04-03 16:00:00,290.15,735.5,762,52,6,10,11,280.15,0,0,480,0,0,0
2014-04-03 17:00:00,289.15,736.2,762.8,45,8,9,11,277.15,0,480,0,0,0,0
2014-04-03 18:00:00,288.15,736.1,762.8,59,4,6,11,280.15,0,480,0,0,0,0
2014-04-04 06:00:00,284.15,736.4,763.5,77,4,3,11,280.15,480,0,0,0,0,0
2014-04-04 08:00:00,286.15,736.6,763.5,72,4,4,11,281.15,480,0,0,0,0,0
2014-04-04 09:00:00,288.15,736.7,763.5,63,1,1,11,281.15,480,0,0,0,0,0
2014-04-04 10:00:00,289.15,736.8,763.5,55,15,3,11,280.15,480,0,0,0,0,0
2014-04-04 11:00:00,291.15,737,763.5,52,14,5,11,281.15,480,0,0,0,0,0
2014-04-04 12:00:00,293.15,737.2,763.5,53,14,5,11,283.15,480,0,0,0,0,0
2014-04-04 13:00:00,294.15,737.3,763.5,46,14,4,11,282.15,480,0,0,0,0,0
2014-04-04 14:00:00,294.15,736.6,762.8,50,14,7,11,283.15,480,0,0,0,0,0
2014-04-04 15:00:00,294.15,736.6,762.8,50,14,8,11,283.15,480,6000,0,0,0,0
2014-04-04 16:00:00,294.15,735.8,762,50,15,6,11,283.15,480,0,6000,0,0,0
2014-04-04 17:00:00,294.15,736.6,762.8,50,8,6,11,283.15,480,0,6000,0,0,0
2014-04-04 18:00:00,293.15,736.5,762.8,53,8,4,11,283.15,480,0,6000,0,0,0
2014-04-05 06:00:00,284.15,737.1,764.3,94,5,1,3,283.15,0,0,150,0,0,0
2014-04-05 06:50:00,284.15,737.1,764.3,94,0,0,5,283.15,150,0,0,0,0,0
2014-04-05 07:00:00,284.15,737.1,764.3,94,0,0,5,283.15,150,0,0,0,0,0
2014-04-05 08:00:00,285.15,737.2,764.3,94,5,1,6,284.15,150,0,0,0,0,0
2014-04-05 09:00:00,289.15,737.6,764.3,77,9,1,8,285.15,180,0,0,0,0,0
2014-04-05 10:00:00,293.15,737.2,763.5,60,16,1,11,285.15,0,0,0,0,0,0
2014-04-05 11:00:00,300.15,737.1,762.8,20,3,5,11,275.15,0,0,0,0,0,0
2014-04-05 12:00:00,301.15,736.4,762,15,10,6,11,272.15,0,0,0,0,0,0
2014-04-05 13:00:00,304.15,735.9,761.2,10,3,6,11,269.15,0,0,0,0,0,0
2014-04-05 14:00:00,304.15,735.9,761.2,9,11,5,11,268.15,0,0,0,0,0,0
2014-04-05 15:00:00,305.15,735.3,760.5,9,3,6,11,268.15,0,0,0,0,0,0
2014-04-05 16:00:00,305.15,734.5,759.7,8,11,3,11,267.15,0,0,0,0,0,0
2014-04-05 17:00:00,305.15,733.9,759,7,11,4,11,266.15,0,0,0,0,0,0
2014-04-05 18:00:00,305.15,733.9,759,7,9,5,11,266.15,0,0,0,0,0,0
2014-04-06 06:00:00,289.15,733.9,760.5,36,1,3,11,274.15,0,0,0,0,0,0
2014-04-06 07:00:00,290.15,734.7,761.2,32,1,6,11,273.15,0,0,0,0,0,0
2014-04-06 08:00:00,294.15,735.1,761.2,25,3,4,11,273.15,0,0,0,0,0,0
2014-04-06 09:00:00,299.15,734.8,760.5,15,1,4,11,270.15,0,0,0,0,0,0
2014-04-06 10:00:00,303.15,735.1,760.5,9,3,4,11,267.15,0,0,0,0,0,0
2014-04-06 11:00:00,304.15,735.2,760.5,9,11,7,11,268.15,0,0,0,0,0,0
2014-04-06 12:00:00,304.15,735.2,760.5,8,11,7,11,266.15,0,0,0,0,0,0
2014-04-06 13:00:00,305.15,734.5,759.7,6,10,6,11,264.15,0,0,0,0,0,0
2014-04-06 14:00:00,306.15,734.6,759.7,6,9,5,11,263.15,0,0,0,0,0,0
2014-04-06 15:00:00,306.15,733.9,759,6,10,4,11,263.15,0,0,0,0,0,0
2014-04-06 16:00:00,307.15,733.2,758.2,6,13,5,11,264.15,0,0,0,0,0,0
2014-04-06 17:00:00,306.15,733.2,758.2,6,3,4,11,264.15,0,0,0,0,0,0
2014-04-06 18:00:00,306.15,733.2,758.2,6,3,2,11,264.15,0,0,0,0,0,0
2014-04-07 06:00:00,291.15,734.1,760.5,26,1,5,11,271.15,0,0,0,0,0,0
2014-04-07 07:00:00,289.15,734.6,761.2,34,0,0,11,273.15,0,0,0,0,0,0
2014-04-07 08:00:00,291.15,734.8,761.2,56,0,0,11,282.15,0,0,0,0,0,0
2014-04-07 09:00:00,300.15,734.9,760.5,14,1,5,11,270.15,0,0,0,0,0,0
2014-04-07 10:00:00,303.15,735.1,760.5,9,1,3,11,267.15,0,0,0,0,0,0
2014-04-07 11:00:00,304.15,735.2,760.5,9,11,6,11,268.15,0,0,0,0,0,0
2014-04-07 12:00:00,306.15,734.6,759.7,8,9,5,11,267.15,0,0,0,0,0,0
2014-04-07 13:00:00,307.15,734.7,759.7,6,13,6,11,265.15,0,0,0,0,0,0
2014-04-07 15:00:00,307.15,733.2,758.2,6,11,4,11,264.15,0,0,0,0,0,0
2014-04-07 16:00:00,307.15,733.2,758.2,5,12,3,11,263.15,0,0,0,0,0,0
2014-04-07 17:00:00,307.15,733.2,758.2,6,9,4,11,264.15,0,0,0,0,0,0
2014-04-07 18:00:00,307.15,732.8,757.7,6,1,3,11,264.15,0,0,0,0,0,0
2014-04-08 06:00:00,293.15,734.3,760.5,24,1,5,11,272.15,0,0,0,0,0,0
2014-04-08 07:00:00,295.15,734.5,760.5,20,1,5,11,271.15,0,0,0,0,0,0
2014-04-08 08:00:00,298.15,734.7,760.5,17,1,4,11,271.15,0,0,0,0,0,0
2014-04-08 09:00:00,303.15,735.8,761.2,10,10,6,11,268.15,0,0,0,0,0,0
2014-04-08 10:00:00,304.15,735.9,761.2,10,11,7,11,269.15,0,0,0,0,0,0
2014-04-08 11:00:00,306.15,736.1,761.2,10,12,6,11,270.15,0,0,0,0,0,0
2014-04-08 12:00:00,306.15,736.1,761.2,9,11,8,11,269.15,0,0,0,0,0,0
2014-04-08 13:00:00,306.15,735.4,760.5,9,11,8,11,269.15,0,0,0,0,0,0
2014-04-08 14:00:00,307.15,734.7,759.7,8,10,4,11,268.15,0,0,0,0,0,0
2014-04-08 15:00:00,308.15,734.1,759,9,9,7,11,270.15,0,0,0,0,0,0
2014-04-08 16:00:00,307.15,734,759,8,10,7,11,269.15,0,0,0,0,0,0
2014-04-08 17:00:00,307.15,733.2,758.2,7,10,6,11,267.15,0,0,0,0,0,0
2014-04-08 18:00:00,307.15,733.2,758.2,7,9,7,11,266.15,0,0,0,0,0,0
2014-04-09 06:00:00,296.15,734.5,760.5,19,1,5,11,271.15,0,0,0,0,0,0
2014-04-09 07:00:00,295.15,735.1,761.2,20,1,6,11,271.15,0,0,0,0,0,0
2014-04-09 08:00:00,300.15,735.6,761.2,15,1,4,11,271.15,0,0,0,0,0,0
2014-04-09 09:00:00,302.15,735.7,761.2,11,11,6,11,269.15,0,0,0,0,0,0
2014-04-09 10:00:00,303.15,735.8,761.2,9,10,7,11,267.15,0,0,0,0,0,0
2014-04-09 11:00:00,305.15,736,761.2,8,10,5,11,267.15,0,0,0,0,0,0
2014-04-09 12:00:00,306.15,735.4,760.5,8,3,7,11,267.15,0,0,0,0,0,0
2014-04-09 13:00:00,306.15,734.6,759.7,8,11,6,11,267.15,0,0,0,0,0,0
2014-04-09 14:00:00,307.15,734,759,7,10,8,11,267.15,0,0,0,0,0,0
2014-04-09 15:00:00,308.15,733.3,758.2,6,3,11,11,266.15,0,0,0,0,0,0
2014-04-09 16:00:00,307.15,733.2,758.2,7,11,7,11,266.15,0,0,0,0,0,0
2014-04-09 17:00:00,307.15,733.2,758.2,7,9,5,11,266.15,0,0,0,0,0,0
2014-04-09 18:00:00,306.15,733.2,758.2,7,9,6,11,265.15,0,0,0,0,0,0
2014-04-10 06:00:00,296.15,733.1,759,15,1,7,11,268.15,0,0,0,0,0,0
2014-04-10 07:00:00,298.15,733.3,759,12,1,7,11,267.15,0,0,0,0,0,0
2014-04-10 08:00:00,300.15,733.4,759,10,1,7,11,266.15,0,0,0,0,0,0
2014-04-10 09:00:00,304.15,733.8,759,7,3,7,11,265.15,0,0,0,0,0,0
2014-04-10 10:00:00,305.15,734.5,759.7,6,10,8,11,263.15,0,0,0,0,0,0
2014-04-10 11:00:00,306.15,733.9,759,5,10,7,11,262.15,0,0,0,0,0,0
2014-04-10 12:00:00,307.15,734,759,5,10,8,11,263.15,0,0,0,0,0,0
2014-04-10 13:00:00,308.15,733.3,758.2,5,11,8,11,263.15,0,0,0,0,0,0
2014-04-10 14:00:00,308.15,732.8,757.7,20,10,8,11,282.15,0,0,0,0,0,0
2014-04-10 15:00:00,309.15,732.9,757.7,4,11,9,11,261.15,0,0,0,0,0,0
2014-04-10 16:00:00,308.15,732.1,756.9,5,11,6,11,262.15,0,0,0,0,0,0
2014-04-10 17:00:00,308.15,732.1,756.9,4,11,6,11,260.15,0,0,0,0,0,0
2014-04-10 18:00:00,307.15,732,756.9,4,11,5,11,260.15,0,0,0,0,0,0
2014-04-11 06:00:00,291.15,733.3,759.7,34,0,0,11,275.15,0,0,0,0,0,0
2014-04-11 07:00:00,291.15,733.3,759.7,32,1,2,11,274.15,0,0,0,0,0,0
2014-04-11 08:00:00,292.15,734.2,760.5,32,16,1,11,275.15,0,0,0,0,0,0
2014-04-11 09:00:00,294.15,734.4,760.5,40,9,1,11,280.15,0,0,0,0,0,0
2014-04-11 10:00:00,297.15,734.6,760.5,29,8,2,11,278.15,0,0,0,0,0,0
2014-04-11 11:00:00,298.15,734.7,760.5,26,15,2,11,277.15,0,0,0,0,0,0
2014-04-11 12:00:00,300.15,734.9,760.5,24,14,2,11,278.15,0,0,0,0,0,0
2014-04-11 13:00:00,302.15,734.3,759.7,20,14,2,11,277.15,0,0,0,0,0,0
2014-04-11 14:00:00,304.15,733.8,759,18,14,2,11,277.15,0,0,0,0,0,0
2014-04-11 15:00:00,306.15,733.2,758.2,16,16,3,11,277.15,0,0,0,0,0,0
2014-04-11 16:00:00,306.15,732.7,757.7,17,14,3,11,278.15,0,0,0,0,0,0
2014-04-11 17:00:00,305.15,731.8,756.9,21,15,3,11,280.15,0,0,0,0,0,0
2014-04-11 18:00:00,302.15,732.3,757.7,29,14,6,11,282.15,0,0,0,0,0,0
2014-04-12 06:00:00,289.15,733.2,759.7,77,1,1,11,285.15,0,0,0,0,0,0
2014-04-12 07:00:00,289.15,733.2,759.7,83,0,0,11,286.15,0,0,0,0,0,0
2014-04-12 08:00:00,291.15,733.3,759.7,73,9,1,11,286.15,0,0,0,0,0,0
2014-04-12 09:00:00,293.15,733.5,759.7,69,11,1,8,287.15,0,0,0,0,0,0
2014-04-12 10:00:00,296.15,733.8,759.7,27,8,2,8,276.15,0,0,0,0,0,0
2014-04-12 11:00:00,299.15,733.4,759,42,6,2,11,285.15,0,0,0,0,0,0
2014-04-12 12:00:00,301.15,733.5,759,35,15,4,11,284.15,0,0,0,0,0,0
2014-04-12 13:00:00,303.15,732.9,758.2,29,15,2,11,283.15,0,0,0,0,0,0
2014-04-12 14:00:00,301.15,732.7,758.2,37,15,8,8,285.15,0,0,0,0,0,0
2014-04-12 15:00:00,299.15,732.6,758.2,45,16,7,11,286.15,0,0,0,0,0,0
2014-04-12 16:00:00,299.15,732.6,758.2,42,14,6,11,285.15,0,0,0,0,0,0
2014-04-12 18:00:00,295.15,733,759,57,16,5,11,286.15,0,0,0,0,0,0
2014-04-13 06:00:00,288.15,731.6,758.2,82,1,6,11,285.15,0,0,0,0,0,0
2014-04-13 07:00:00,288.15,731.6,758.2,82,1,8,11,285.15,0,0,0,0,0,0
2014-04-13 08:00:00,289.15,733.2,759.7,77,15,5,11,285.15,0,0,0,0,0,0
2014-04-13 09:00:00,290.15,733.2,759.7,77,14,6,11,286.15,0,0,0,0,0,0
2014-04-13 10:00:00,290.15,734,760.5,73,14,6,8,285.15,0,3000,480,0,0,0
2014-04-13 11:00:00,292.15,734.2,760.5,68,14,3,11,286.15,0,3000,0,0,0,0
2014-04-13 12:00:00,294.15,733.6,759.7,64,14,3,11,287.15,480,3000,0,0,0,0
2014-04-13 13:00:00,296.15,732.3,758.2,50,11,3,11,285.15,0,0,0,0,0,0
2014-04-13 14:00:00,300.15,731.4,756.9,37,1,4,11,284.15,0,0,0,0,0,0
2014-04-13 15:00:00,302.15,731.6,756.9,31,-1,,11,283.15,0,0,0,0,0,0
2014-04-13 16:00:00,302.15,730.9,756.2,23,4,3,11,279.15,0,0,0,0,0,0
2014-04-13 17:00:00,303.15,731,756.2,19,12,3,11,277.15,0,0,0,0,0,0
2014-04-13 18:00:00,302.15,730.9,756.2,20,14,2,11,277.15,0,0,0,0,0,0
2014-04-14 06:00:00,288.15,733.1,759.7,88,4,1,4,286.15,0,0,180,0,0,0
2014-04-14 07:00:00,288.15,733.1,759.7,88,1,1,4,286.15,0,0,180,0,0,0
2014-04-14 08:00:00,289.15,733.2,759.7,83,1,2,5,286.15,0,180,0,0,0,0
2014-04-14 09:00:00,291.15,733.3,759.7,73,13,1,6,286.15,180,0,0,0,0,0
2014-04-14 10:00:00,293.15,734.3,760.5,64,14,2,8,286.15,0,0,0,0,0,0
2014-04-14 11:00:00,295.15,733.7,759.7,50,14,4,11,284.15,0,0,0,0,0,0
2014-04-14 12:00:00,298.15,733.9,759.7,36,14,4,11,282.15,0,0,0,0,0,0
2014-04-14 13:00:00,298.15,733.3,759,39,14,6,11,283.15,0,0,0,0,0,0
2014-04-14 14:00:00,298.15,733.3,759,39,14,8,11,283.15,0,0,0,0,0,0
2014-04-14 15:00:00,298.15,733.3,759,42,15,7,11,284.15,480,0,0,0,0,0
2014-04-14 16:00:00,297.15,733.2,759,39,14,7,11,282.15,480,0,0,0,0,0
2014-04-14 17:00:00,296.15,732.3,758.2,38,14,7,11,281.15,480,0,0,0,0,0
2014-04-14 18:00:00,295.15,733,759,47,15,6,11,283.15,480,0,0,0,0,0
2014-04-15 06:00:00,285.15,733.6,760.5,88,13,2,11,283.15,180,0,0,0,0,0
2014-04-15 07:00:00,285.15,733.6,760.5,94,12,2,8,284.15,300,0,0,0,0,0
2014-04-15 08:00:00,287.15,734.4,761.2,82,13,2,8,284.15,300,0,0,0,0,0
2014-04-15 09:00:00,289.15,733.9,760.5,72,0,0,11,284.15,300,0,0,0,0,0
2014-04-15 10:00:00,291.15,734.8,761.2,64,14,3,11,284.15,480,0,0,0,0,0
2014-04-15 11:00:00,293.15,735,761.2,56,14,4,11,284.15,0,0,0,0,0,0
2014-04-15 12:00:00,294.15,734.4,760.5,53,14,7,11,284.15,0,0,0,0,0,0
2014-04-15 14:00:00,297.15,733.2,759,41,15,6,11,283.15,0,0,0,0,0,0
2014-04-15 15:00:00,298.15,733.3,759,32,15,3,11,280.15,0,0,0,0,0,0
2014-04-15 16:00:00,298.15,733.3,759,34,4,6,11,281.15,0,0,0,0,0,0
2014-04-15 17:00:00,297.15,733.2,759,34,4,7,11,280.15,0,0,0,0,0,0
2014-04-15 18:00:00,295.15,733,759,44,4,6,11,282.15,0,0,0,0,0,0
2014-04-16 06:00:00,287.15,733.8,760.5,88,8,4,11,285.15,480,0,0,0,0,0
2014-04-16 07:00:00,287.15,734.4,761.2,88,15,4,11,285.15,480,0,0,0,0,0
2014-04-16 08:00:00,289.15,734.6,761.2,83,15,3,11,286.15,0,0,480,0,0,0
2014-04-16 09:00:00,291.15,734.8,761.2,73,15,6,11,286.15,0,0,480,0,0,0
2014-04-16 10:00:00,292.15,734.9,761.2,68,15,7,11,286.15,0,480,0,0,0,0
2014-04-16 11:00:00,293.15,735,761.2,64,15,6,11,286.15,0,480,0,0,0,0
2014-04-16 12:00:00,294.15,734.4,760.5,60,14,7,11,286.15,480,0,0,0,0,0
2014-04-16 13:00:00,295.15,733.7,759.7,57,14,7,11,286.15,0,0,0,0,0,0
2014-04-16 14:00:00,297.15,733.2,759,50,14,10,11,286.15,0,0,0,0,0,0
2014-04-16 15:00:00,298.15,732.5,758.2,44,15,9,11,285.15,0,0,0,0,0,0
2014-04-16 16:00:00,296.15,732.3,758.2,53,15,11,11,286.15,0,0,0,0,0,0
2014-04-16 17:00:00,295.15,733,759,53,7,7,11,285.15,0,0,0,0,0,0
2014-04-16 18:00:00,293.15,733.5,759.7,60,15,4,11,285.15,0,0,0,0,0,0
2014-04-17 06:00:00,289.15,733.9,760.5,83,15,5,5,286.15,0,180,480,0,0,0
2014-04-17 07:00:00,289.15,734.6,761.2,83,15,5,5,286.15,0,180,480,0,0,0
2014-04-17 08:00:00,289.15,734.6,761.2,83,8,5,5,286.15,0,180,480,0,0,0
2014-04-17 09:00:00,289.15,735.4,762,83,8,4,5,286.15,0,180,480,0,0,0
2014-04-17 10:00:00,290.15,735.5,762,83,14,5,6,287.15,0,180,480,0,0,0
2014-04-17 11:00:00,292.15,735.6,762,73,15,5,8,287.15,180,0,480,0,0,0
2014-04-17 12:00:00,292.15,734.9,761.2,68,14,6,11,286.15,480,6000,0,0,0,0
2014-04-17 13:00:00,294.15,734.4,760.5,60,14,6,11,286.15,480,6000,0,0,0,0
2014-04-17 14:00:00,294.15,734.4,760.5,64,14,8,11,287.15,480,6000,0,0,0,0
2014-04-17 15:00:00,294.15,733.6,759.7,64,14,8,11,287.15,480,6000,0,0,0,0
2014-04-17 16:00:00,294.15,733.6,759.7,64,15,9,11,287.15,480,6000,0,0,0,0
2014-04-17 17:00:00,294.15,733.6,759.7,64,8,9,11,287.15,480,6000,0,0,0,0
2014-04-17 18:00:00,292.15,733.4,759.7,73,7,6,11,287.15,480,6000,0,0,0,0
2014-04-18 06:00:00,288.15,733.8,760.5,82,7,6,6,285.15,0,180,0,0,0,0
2014-04-18 07:00:00,289.15,733.9,760.5,83,8,6,8,286.15,0,180,0,0,0,0
2014-04-18 08:00:00,289.15,733.9,760.5,83,7,6,8,286.15,0,6000,0,0,0,0
2014-04-18 09:00:00,291.15,734.1,760.5,78,7,5,8,287.15,0,6000,0,0,0,0
2014-04-18 10:00:00,292.15,734.2,760.5,68,7,4,11,286.15,390,6000,0,0,0,0
2014-04-18 11:00:00,292.15,734.2,760.5,68,8,9,11,286.15,390,6000,0,0,0,0
2014-04-18 12:00:00,294.15,733.6,759.7,64,15,6,11,287.15,390,0,0,0,0,0
2014-04-18 13:00:00,297.15,733.2,759,50,8,8,11,286.15,390,0,0,0,0,0
2014-04-18 14:00:00,299.15,732.6,758.2,42,4,9,11,285.15,390,0,0,0,0,0
2014-04-18 15:00:00,297.15,732.4,758.2,47,7,10,11,285.15,390,0,0,0,0,0
2014-04-18 16:00:00,295.15,732.2,758.2,53,7,10,11,285.15,390,0,0,0,0,0
2014-04-18 17:00:00,293.15,732.1,758.2,60,4,10,11,285.15,390,0,0,0,0,0
2014-04-18 18:00:00,292.15,732,758.2,64,4,11,11,285.15,390,0,0,0,0,0
2014-04-19 06:00:00,287.15,733,759.7,88,14,5,11,285.15,0,0,0,0,0,0
2014-04-19 07:00:00,288.15,732.4,759,82,13,1,11,285.15,0,0,0,0,0,0
2014-04-19 08:00:00,288.15,733.1,759.7,88,16,3,11,286.15,0,0,0,0,0,0
2014-04-19 09:00:00,289.15,733.2,759.7,83,14,3,8,286.15,0,6000,3000,0,0,0
2014-04-19 10:00:00,291.15,733.3,759.7,73,14,1,11,286.15,0,0,0,0,0,0
2014-04-19 12:00:00,292.15,734.2,760.5,68,14,10,11,286.15,480,0,6000,0,0,0
2014-04-19 13:00:00,291.15,734.8,761.2,73,8,8,11,286.15,0,6000,0,0,0,0
2014-04-19 14:00:00,291.15,734.1,760.5,68,8,7,11,285.15,0,6000,480,0,0,0
2014-04-19 15:00:00,291.15,734.1,760.5,68,8,3,11,285.15,480,0,6000,0,0,0
2014-04-19 16:00:00,293.15,733.5,759.7,56,8,4,11,284.15,480,0,6000,0,0,0
2014-04-19 17:00:00,293.15,733.5,759.7,53,8,6,11,283.15,480,6000,0,0,0,0
2014-04-19 18:00:00,292.15,733.4,759.7,56,8,7,11,283.15,480,0,0,0,0,0
2014-04-20 06:00:00,286.15,733.7,760.5,94,15,1,11,285.15,480,6000,0,0,0,0
2014-04-20 07:00:00,286.15,733.7,760.5,88,16,1,11,284.15,180,6000,0,0,0,0
2014-04-20 08:00:00,287.15,733.8,760.5,94,15,2,11,286.15,180,0,480,0,0,0
2014-04-20 09:00:00,289.15,734.6,761.2,83,14,5,11,286.15,0,0,480,0,0,0
2014-04-20 10:00:00,291.15,734.1,760.5,68,8,5,11,285.15,0,480,0,0,0,0
2014-04-20 11:00:00,293.15,734.3,760.5,56,8,6,11,284.15,0,480,0,0,0,0
2014-04-20 12:00:00,295.15,734.5,760.5,47,8,7,11,283.15,0,480,0,0,0,0
2014-04-20 13:00:00,294.15,733.6,759.7,43,4,8,11,281.15,0,480,0,0,0,0
2014-04-20 14:00:00,294.15,733.6,759.7,46,7,8,11,282.15,0,480,0,0,0,0
2014-04-20 15:00:00,294.15,732.9,759,40,8,7,11,280.15,0,480,0,0,0,0
2014-04-20 16:00:00,294.15,732.9,759,43,7,8,11,281.15,0,480,0,0,0,0
2014-04-20 17:00:00,293.15,732.8,759,46,7,7,11,281.15,0,480,0,0,0,0
2014-04-20 18:00:00,292.15,733.4,759.7,52,8,7,11,282.15,0,480,0,0,0,0
2014-04-21 06:00:00,287.15,732.3,759,88,8,5,11,285.15,0,480,0,0,0,0
2014-04-21 07:00:00,287.15,733,759.7,88,8,3,11,285.15,0,480,0,0,0,0
2014-04-21 08:00:00,289.15,732.5,759,83,8,6,11,286.15,0,0,480,0,0,0
2014-04-21 09:00:00,289.15,732.5,759,83,8,7,11,286.15,0,0,480,0,0,0
2014-04-21 10:00:00,291.15,733.3,759.7,68,8,8,11,285.15,0,0,480,0,0,0
2014-04-21 11:00:00,292.15,733.4,759.7,56,8,10,11,283.15,0,0,480,0,0,0
2014-04-21 12:00:00,293.15,733.5,759.7,46,7,10,11,281.15,0,0,480,0,0,0
2014-04-21 13:00:00,292.15,732.8,759,56,8,10,11,283.15,0,0,480,0,0,0
2014-04-21 14:00:00,292.15,733.4,759.7,52,7,10,11,282.15,0,0,480,0,0,0
2014-04-21 15:00:00,292.15,733.4,759.7,49,7,11,11,281.15,0,0,480,0,0,0
2014-04-21 16:00:00,293.15,733.5,759.7,46,7,10,11,281.15,0,0,480,0,0,0
2014-04-21 17:00:00,291.15,733.3,759.7,60,7,8,11,283.15,0,0,480,0,0,0
2014-04-21 18:00:00,291.15,734.1,760.5,56,7,8,11,282.15,0,0,480,0,0,0
2014-04-22 06:00:00,286.15,735.9,762.8,77,6,3,11,282.15,0,0,480,0,0,0
2014-04-22 07:00:00,286.15,735.9,762.8,77,1,2,11,282.15,0,0,480,0,0,0
2014-04-22 08:00:00,289.15,736.8,763.5,68,1,1,11,283.15,0,480,0,0,0,0
2014-04-22 09:00:00,290.15,736.9,763.5,64,4,1,11,283.15,0,480,0,0,0,0
2014-04-22 10:00:00,292.15,737.1,763.5,49,6,3,11,281.15,480,6000,0,0,0,0
2014-04-22 11:00:00,293.15,737.2,763.5,43,4,7,11,280.15,480,6000,0,0,0,0
2014-04-22 12:00:00,294.15,737.3,763.5,50,4,5,11,283.15,480,0,6000,0,0,0
2014-04-22 13:00:00,294.15,736.6,762.8,46,4,6,11,282.15,480,0,6000,0,0,0
2014-04-22 14:00:00,294.15,736.6,762.8,46,4,9,11,282.15,480,0,6000,0,0,0
2014-04-22 15:00:00,295.15,735.9,762,38,4,5,11,280.15,480,0,6000,0,0,0
2014-04-22 16:00:00,295.15,735.1,761.2,41,4,9,11,281.15,480,0,6000,0,0,0
2014-04-22 17:00:00,293.15,735.7,762,46,4,8,11,281.15,480,0,6000,0,0,0
2014-04-22 18:00:00,293.15,735.7,762,49,4,7,11,282.15,480,0,6000,0,0,0
2014-04-23 06:00:00,285.15,737.2,764.3,82,3,1,11,282.15,480,0,0,0,0,0
2014-04-23 08:00:00,287.15,738.1,765,77,13,2,11,283.15,480,0,0,0,0,0
2014-04-23 09:00:00,289.15,738.3,765,68,16,2,11,283.15,480,0,0,0,0,0
2014-04-23 10:00:00,291.15,738.5,765,60,14,2,11,283.15,480,0,0,0,0,0
2014-04-23 11:00:00,294.15,738.7,765,50,14,1,11,283.15,480,0,0,0,0,0
2014-04-23 12:00:00,295.15,738.1,764.3,47,12,1,11,283.15,0,0,0,0,0,0
2014-04-23 13:00:00,298.15,737.6,763.5,36,14,2,11,282.15,0,0,0,0,0,0
2014-04-23 15:00:00,299.15,736.3,762,39,15,5,11,284.15,0,0,0,0,0,0
2014-04-23 16:00:00,300.15,735.6,761.2,32,14,4,11,282.15,0,0,0,0,0,0
2014-04-23 17:00:00,300.15,735.6,761.2,34,8,6,11,283.15,0,0,0,0,0,0
2014-04-23 18:00:00,299.15,735.5,761.2,37,7,5,11,283.15,0,0,0,0,0,0
2014-04-24 06:00:00,285.15,737.2,764.3,94,3,1,6,284.15,0,180,0,0,0,0
2014-04-24 07:00:00,286.15,738,765,94,1,1,5,285.15,0,180,0,0,0,0
2014-04-24 08:00:00,287.15,738.9,765.8,94,3,1,6,286.15,0,180,480,0,0,0
2014-04-24 09:00:00,289.15,739,765.8,77,10,1,8,285.15,300,0,480,0,0,0
2014-04-24 10:00:00,291.15,739.2,765.8,68,10,1,11,285.15,480,0,0,0,0,0
2014-04-24 11:00:00,293.15,738.6,765,60,7,1,11,285.15,480,0,0,0,0,0
