Time,P0,P,U,DD,Ff,VV,Td,T,Few clouds,Scattered clouds,Broken clouds,Overcast,cumulonimbus clouds,cumulus congestus of great vertical extent
2014-07-12 22:00:00,757,763.5,73,13,4,8,289.15,294.15,0,0,480,0,0,0
2014-07-12 23:00:00,757,763.5,78,12,2,8,290.15,294.15,0,0,480,0,0,0
2014-07-13 00:00:00,757,763.5,78,12,2,8,290.15,294.15,0,0,480,0,0,0
2014-07-13 01:00:00,757,763.5,78,9,2,8,290.15,294.15,0,0,480,0,0,0
2014-07-13 03:00:00,756.3,762.8,73,10,2,11,289.15,294.15,0,0,480,0,0,0
2014-07-13 05:00:00,756.3,762.8,73,12,4,8,289.15,294.15,0,0,480,0,0,0
2014-07-13 05:30:00,756.3,762.8,73,17,1,8,289.15,294.15,0,0,480,0,0,0
2014-07-13 06:00:00,756.3,762.8,73,11,2,8,289.15,294.15,0,0,480,0,0,0
2014-07-13 06:30:00,756.3,762.8,73,17,1,8,289.15,294.15,0,0,480,0,0,0
2014-07-13 09:00:00,756.3,762.8,61,17,2,11,288.15,296.15,0,0,480,0,0,0
2014-07-13 10:00:00,756.4,762.8,54,14,3,11,288.15,298.15,0,600,0,0,0,0
2014-07-13 10:30:00,756.4,762.8,54,17,2,11,288.15,298.15,0,600,0,0,0,0
2014-07-13 11:00:00,756.4,762.8,51,14,5,11,288.15,299.15,0,600,0,0,0,0
2014-07-13 12:00:00,755.6,762,54,14,6,11,289.15,299.15,600,0,0,0,0,0
2014-07-13 13:00:00,755.6,762,54,16,5,11,289.15,299.15,600,0,0,0,0,0
2014-07-13 13:30:00,755.6,762,54,16,6,11,289.15,299.15,0,600,0,0,0,0
2014-07-13 14:00:00,755.6,762,54,14,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-13 14:30:00,754.8,761.2,54,14,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-13 15:00:00,754.8,761.2,54,16,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-13 15:30:00,754.8,761.2,54,16,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-13 16:00:00,754.8,761.2,57,16,6,11,289.15,298.15,0,0,0,0,0,0
2014-07-13 16:30:00,754.1,760.5,57,16,6,11,288.15,297.15,0,0,0,0,0,0
2014-07-13 17:00:00,754.1,760.5,57,13,6,11,288.15,297.15,0,0,0,0,0,0
2014-07-13 17:30:00,754,760.5,65,13,5,11,289.15,296.15,0,0,0,0,0,0
2014-07-13 18:00:00,754,760.5,65,16,5,11,289.15,296.15,0,0,0,0,0,0
2014-07-13 18:30:00,754,760.5,69,13,4,11,289.15,295.15,0,0,0,0,0,0
2014-07-13 19:00:00,754.7,761.2,69,13,3,11,289.15,295.15,0,600,0,0,0,0
2014-07-13 19:30:00,754.7,761.2,73,13,4,11,289.15,294.15,0,600,0,0,0,0
2014-07-13 20:00:00,754.7,761.2,73,12,2,11,289.15,294.15,0,0,480,0,0,0
2014-07-13 20:30:00,754.7,761.2,73,12,2,11,289.15,294.15,0,0,480,0,0,0
2014-07-13 21:00:00,755.5,762,73,9,2,11,289.15,294.15,0,0,480,0,0,0
2014-07-13 21:30:00,755.5,762,73,9,2,11,289.15,294.15,0,0,480,0,0,0
2014-07-13 22:00:00,755.5,762,73,17,1,11,289.15,294.15,0,0,480,0,0,0
2014-07-13 22:30:00,,,78,10,1,11,289.15,293.15,0,0,480,0,0,0
2014-07-13 23:00:00,755.5,762,78,3,1,11,289.15,293.15,0,0,480,0,0,0
2014-07-13 23:30:00,754.7,761.2,78,1,1,11,289.15,293.15,0,0,480,0,0,0
2014-07-14 00:00:00,754.7,761.2,73,1,1,11,288.15,293.15,0,0,480,0,0,0
2014-07-14 00:30:00,754.7,761.2,73,1,1,11,288.15,293.15,0,480,0,0,0,0
2014-07-14 01:00:00,754.7,761.2,73,-1,,11,288.15,293.15,0,480,0,0,0,0
2014-07-14 01:30:00,754,760.5,73,3,1,11,288.15,293.15,0,480,0,0,0,0
2014-07-14 02:00:00,754,760.5,73,10,1,11,288.15,293.15,0,480,0,0,0,0
2014-07-14 02:30:00,754,760.5,73,10,1,11,288.15,293.15,0,480,0,0,0,0
2014-07-14 03:00:00,753.2,759.7,78,11,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 03:30:00,753.2,759.7,78,12,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 04:00:00,753.2,759.7,78,13,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 04:30:00,753.2,759.7,78,13,2,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 05:00:00,753.2,759.7,78,13,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 05:30:00,753.2,759.7,78,17,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 06:00:00,753.2,759.7,78,17,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 06:30:00,753.2,759.7,78,17,1,11,288.15,292.15,0,480,0,0,0,0
2014-07-14 07:00:00,753.2,759.7,78,13,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-14 07:30:00,754,760.5,78,14,3,11,289.15,293.15,0,0,0,0,0,0
2014-07-14 08:00:00,754,760.5,73,16,2,11,289.15,294.15,0,480,0,0,0,0
2014-07-14 08:30:00,754,760.5,73,17,2,11,290.15,295.15,0,480,0,0,0,0
2014-07-14 09:00:00,754,760.5,69,14,2,11,290.15,296.15,0,480,0,0,0,0
2014-07-14 09:30:00,754.1,760.5,61,17,1,11,289.15,297.15,0,480,0,0,0,0
2014-07-14 10:30:00,754.1,760.5,61,17,3,11,290.15,298.15,0,0,0,0,0,0
2014-07-14 11:00:00,754.1,760.5,58,16,4,11,290.15,299.15,0,0,0,0,0,0
2014-07-14 11:30:00,753.3,759.7,58,14,5,11,290.15,299.15,0,0,0,0,0,0
2014-07-14 12:00:00,753.3,759.7,58,14,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-14 12:30:00,753.3,759.7,58,14,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-14 13:00:00,753.3,759.7,58,16,5,11,290.15,299.15,0,0,0,0,0,0
2014-07-14 13:30:00,753.3,759.7,54,14,6,11,290.15,300.15,0,0,0,0,0,0
2014-07-14 14:00:00,752.6,759,58,16,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-14 15:00:00,752.6,759,54,16,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-14 15:30:00,752.6,759,54,16,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-14 16:00:00,752.6,759,51,16,6,11,289.15,300.15,0,0,0,0,0,0
2014-07-14 16:30:00,752.6,759,54,16,6,11,289.15,299.15,0,0,0,0,0,0
2014-07-14 17:00:00,752.6,759,57,16,5,11,289.15,298.15,0,0,0,0,0,0
2014-07-14 17:30:00,752.6,759,61,16,4,11,289.15,297.15,0,0,0,0,0,0
2014-07-14 18:00:00,752.6,759,61,13,3,11,289.15,297.15,0,0,0,0,0,0
2014-07-14 18:30:00,752.6,759,61,13,4,11,289.15,297.15,0,0,0,0,0,0
2014-07-14 19:00:00,752.5,759,65,13,3,11,289.15,296.15,0,0,0,0,0,0
2014-07-14 19:30:00,752.5,759,69,13,2,11,289.15,295.15,0,0,0,0,0,0
2014-07-14 20:00:00,752.5,759,73,-1,,11,289.15,294.15,0,0,0,0,0,0
2014-07-14 20:30:00,753.2,759.7,73,12,2,11,289.15,294.15,0,0,0,0,0,0
2014-07-14 21:00:00,753.2,759.7,73,9,2,11,289.15,294.15,0,0,0,0,0,0
2014-07-14 21:30:00,754,760.5,78,12,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-14 22:00:00,754,760.5,83,9,2,11,290.15,293.15,0,0,0,0,0,0
2014-07-14 22:30:00,754,760.5,78,9,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-14 23:00:00,753.2,759.7,78,3,1,11,289.15,293.15,0,0,0,0,0,0
2014-07-14 23:30:00,753.2,759.7,78,3,1,11,289.15,293.15,0,0,0,0,0,0
2014-07-15 00:00:00,753.2,759.7,78,1,1,11,289.15,293.15,0,0,0,0,0,0
2014-07-15 02:00:00,752.5,759,78,16,1,11,289.15,293.15,0,0,0,0,0,0
2014-07-15 02:30:00,752.5,759,78,14,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-15 03:00:00,752.5,759,78,16,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-15 03:30:00,752.5,759,78,16,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-15 04:00:00,752.5,759,83,16,3,11,290.15,293.15,0,0,0,0,0,0
2014-07-15 04:30:00,752.5,759,83,16,3,11,290.15,293.15,0,0,150,0,0,0
2014-07-15 05:30:00,751.7,758.2,88,14,3,11,290.15,292.15,0,0,0,0,0,0
2014-07-15 06:00:00,751.7,758.2,88,16,3,8,291.15,293.15,0,0,0,150,0,0
2014-07-15 06:30:00,752.5,759,88,14,2,11,291.15,293.15,0,0,0,150,0,0
2014-07-15 07:00:00,,,,-1,,8,,292.15,0,0,0,150,0,0
2014-07-15 07:30:00,752.5,759,83,16,2,8,290.15,293.15,0,0,0,150,0,0
2014-07-15 08:00:00,752.5,759,88,13,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-15 08:30:00,752.5,759,83,16,2,11,291.15,294.15,0,0,0,180,0,0
2014-07-15 09:00:00,752.5,759,78,14,3,8,290.15,294.15,0,0,0,300,0,0
2014-07-15 09:30:00,752.5,759,73,13,3,11,290.15,295.15,0,0,0,300,0,0
2014-07-15 10:00:00,,759,,16,3,8,,,0,390,0,0,0,0
2014-07-15 10:30:00,752.6,759,69,16,3,11,291.15,297.15,0,390,0,0,0,0
2014-07-15 11:00:00,752.6,759,61,16,3,11,290.15,298.15,0,0,0,0,0,0
2014-07-15 12:00:00,752.6,759,54,16,4,11,290.15,300.15,0,0,0,0,0,0
2014-07-15 12:30:00,752.7,759,48,16,5,11,290.15,302.15,0,0,0,0,0,0
2014-07-15 13:00:00,751.8,758.2,54,14,6,11,290.15,300.15,0,0,0,0,0,0
2014-07-15 13:30:00,752.6,759,54,14,7,11,290.15,300.15,0,0,0,0,0,0
2014-07-15 14:00:00,752.6,759,61,16,6,11,290.15,298.15,0,0,0,0,0,0
2014-07-15 14:30:00,752.6,759,58,16,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-15 15:00:00,752.6,759,54,14,7,11,290.15,300.15,0,0,0,0,0,0
2014-07-15 15:30:00,752.6,759,54,14,6,11,290.15,300.15,0,0,0,0,0,0
2014-07-15 16:00:00,752.6,759,58,14,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-15 16:30:00,752.6,759,58,16,5,11,290.15,299.15,0,0,0,0,0,0
2014-07-15 17:00:00,,759,,16,5,11,,,0,0,0,0,0,0
2014-07-15 17:30:00,752.6,759,58,16,5,11,290.15,299.15,0,0,0,0,0,0
2014-07-15 18:00:00,752.6,759,61,16,5,11,290.15,298.15,0,0,0,0,0,0
2014-07-15 18:30:00,752.6,759,61,14,5,11,290.15,298.15,0,0,0,0,0,0
2014-07-15 19:00:00,752.6,759,61,14,4,11,290.15,298.15,0,0,0,0,0,0
2014-07-15 19:30:00,753.2,759.7,69,14,4,11,290.15,296.15,0,0,0,0,0,0
2014-07-15 20:00:00,753.2,759.7,69,14,3,11,290.15,296.15,0,0,0,0,0,0
2014-07-15 20:30:00,754,760.5,73,14,3,11,290.15,295.15,0,0,0,0,0,0
2014-07-15 21:00:00,754,760.5,73,14,3,11,290.15,295.15,0,0,0,0,0,0
2014-07-15 21:30:00,754.7,761.2,78,16,3,11,290.15,294.15,0,0,0,0,0,0
2014-07-15 22:00:00,754.7,761.2,78,14,3,11,290.15,294.15,0,0,0,0,0,0
2014-07-15 22:30:00,754.7,761.2,83,16,2,11,290.15,293.15,0,300,0,0,0,0
2014-07-15 23:00:00,754.7,761.2,83,14,2,11,290.15,293.15,0,300,0,0,0,0
2014-07-15 23:30:00,754.7,761.2,83,17,1,8,290.15,293.15,0,0,150,0,0,0
2014-07-16 00:00:00,754.7,761.2,88,9,2,8,291.15,293.15,0,0,150,0,0,0
2014-07-16 00:30:00,754.7,761.2,83,17,1,8,290.15,293.15,0,0,150,0,0,0
2014-07-16 01:00:00,,761.2,,-1,,8,,,0,0,150,0,0,0
2014-07-16 01:30:00,754.7,761.2,83,14,2,8,290.15,293.15,0,0,150,0,0,0
2014-07-16 02:00:00,754.7,761.2,83,14,2,8,290.15,293.15,0,0,150,0,0,0
2014-07-16 02:30:00,753.9,760.5,88,14,2,6,290.15,292.15,0,0,150,0,0,0
2014-07-16 03:00:00,753.9,760.5,88,14,2,6,290.15,292.15,0,0,150,0,0,0
2014-07-16 03:30:00,753.9,760.5,88,14,2,6,290.15,292.15,0,0,150,0,0,0
2014-07-16 04:00:00,754.6,761.2,88,14,2,6,290.15,292.15,0,0,150,0,0,0
2014-07-16 04:30:00,754,760.5,88,14,2,6,291.15,293.15,0,0,150,0,0,0
2014-07-16 05:00:00,754,760.5,83,15,3,6,290.15,293.15,0,0,150,0,0,0
2014-07-16 05:30:00,754.7,761.2,83,13,2,6,290.15,293.15,0,0,150,0,0,0
2014-07-16 06:00:00,754,760.5,83,16,2,6,290.15,293.15,0,0,0,150,0,0
2014-07-16 06:30:00,754,760.5,88,17,1,6,291.15,293.15,0,0,0,150,0,0
2014-07-16 07:00:00,754.7,761.2,88,14,2,6,291.15,293.15,0,0,0,150,0,0
2014-07-16 07:30:00,754.7,761.2,88,16,2,6,291.15,293.15,0,0,0,150,0,0
2014-07-16 08:00:00,754.7,761.2,83,16,3,6,291.15,294.15,0,0,0,150,0,0
2014-07-16 08:30:00,755.5,762,83,14,3,8,291.15,294.15,0,0,0,180,0,0
2014-07-16 09:00:00,754.7,761.2,83,14,4,8,291.15,294.15,0,0,0,180,0,0
2014-07-16 09:30:00,755.5,762,83,14,4,8,291.15,294.15,0,0,0,300,0,0
2014-07-16 10:00:00,755.5,762,78,14,4,8,291.15,295.15,0,0,0,300,0,0
2014-07-16 10:21:00,755.5,762,74,14,3,8,291.15,296.15,0,0,330,0,0,0
2014-07-16 10:30:00,755.5,762,74,14,4,8,291.15,296.15,0,0,330,0,0,0
2014-07-16 11:00:00,755.5,762,74,14,5,8,291.15,296.15,0,330,0,0,0,0
2014-07-16 11:30:00,755.6,762,65,16,4,11,291.15,298.15,330,0,0,0,0,0
2014-07-16 12:00:00,754.8,761.2,65,16,4,11,291.15,298.15,0,0,0,0,0,0
2014-07-16 12:30:00,754.8,761.2,65,16,6,11,291.15,298.15,0,0,0,0,0,0
2014-07-16 13:00:00,754.8,761.2,69,14,6,11,291.15,297.15,480,0,0,0,0,0
2014-07-16 13:30:00,754.8,761.2,61,14,5,11,290.15,298.15,480,0,0,0,0,0
2014-07-16 14:00:00,754.8,761.2,58,16,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-16 14:30:00,754.8,761.2,54,16,5,11,290.15,300.15,0,0,0,0,0,0
2014-07-16 15:00:00,754.8,761.2,58,14,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-16 15:30:00,754.8,761.2,58,14,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-16 16:00:00,754.8,761.2,65,16,6,11,291.15,298.15,0,0,0,0,0,0
2014-07-16 16:30:00,754.8,761.2,65,16,6,11,290.15,297.15,0,0,0,0,0,0
2014-07-16 17:00:00,754.8,761.2,69,16,6,11,291.15,297.15,0,0,0,0,0,0
2014-07-16 17:30:00,754.7,761.2,74,16,5,11,291.15,296.15,0,300,0,0,0,0
2014-07-16 18:00:00,754.7,761.2,73,16,5,8,290.15,295.15,0,0,300,0,0,0
2014-07-16 19:00:00,755.5,762,83,14,4,11,291.15,294.15,0,0,300,0,0,0
2014-07-16 19:30:00,755.5,762,83,14,4,11,291.15,294.15,0,0,300,0,0,0
2014-07-16 20:00:00,756.3,762.8,83,14,4,11,291.15,294.15,0,0,0,300,0,0
2014-07-16 20:30:00,756.3,762.8,88,14,3,11,291.15,293.15,0,0,0,300,0,0
2014-07-16 21:00:00,756.3,762.8,88,14,3,11,291.15,293.15,0,0,0,300,0,0
2014-07-16 21:30:00,756.3,762.8,88,13,2,11,291.15,293.15,0,0,0,150,0,0
2014-07-16 22:00:00,756.3,762.8,88,16,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-16 22:30:00,756.9,763.5,88,17,1,8,291.15,293.15,0,0,0,150,0,0
2014-07-16 23:00:00,756.9,763.5,88,17,1,8,291.15,293.15,0,0,0,150,0,0
2014-07-16 23:30:00,756.9,763.5,88,17,1,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 00:00:00,756.9,763.5,88,17,1,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 01:00:00,756.3,762.8,88,13,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 01:30:00,756.3,762.8,88,12,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 02:00:00,755.5,762,88,13,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 02:30:00,755.5,762,88,13,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 03:00:00,755.5,762,88,16,2,8,291.15,293.15,0,0,0,150,0,0
2014-07-17 03:30:00,755.4,762,88,14,3,8,290.15,292.15,0,0,0,150,0,0
2014-07-17 04:00:00,755.4,762,88,14,3,6,290.15,292.15,0,0,0,60,0,0
2014-07-17 04:30:00,755.4,762,94,14,3,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 05:00:00,755.4,762,94,14,3,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 05:30:00,755.4,762,94,14,2,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 06:00:00,756.2,762.8,94,15,2,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 06:30:00,756.2,762.8,94,17,1,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 07:00:00,756.2,762.8,94,17,1,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 07:30:00,756.2,762.8,94,7,2,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 08:00:00,756.2,762.8,94,8,2,6,291.15,292.15,0,0,0,60,0,0
2014-07-17 08:30:00,756.3,762.8,88,17,1,6,291.15,293.15,0,0,0,150,0,0
2014-07-17 09:00:00,756.3,762.8,88,14,2,6,291.15,293.15,0,0,0,150,0,0
2014-07-17 09:30:00,756.3,762.8,88,16,2,6,291.15,293.15,0,0,0,150,0,0
2014-07-17 10:00:00,756.3,762.8,83,16,3,8,291.15,294.15,0,0,0,300,0,0
2014-07-17 10:30:00,756.3,762.8,83,17,1,11,291.15,294.15,0,0,0,300,0,0
2014-07-17 11:00:00,756.3,762.8,78,12,2,11,291.15,295.15,0,0,0,300,0,0
2014-07-17 11:28:00,756.3,762.8,69,17,2,11,291.15,297.15,0,480,0,0,0,0
2014-07-17 11:30:00,756.3,762.8,69,13,3,11,290.15,296.15,0,480,0,0,0,0
2014-07-17 12:00:00,756.4,762.8,61,13,3,11,290.15,298.15,0,480,0,0,0,0
2014-07-17 12:30:00,756.4,762.8,54,16,4,11,290.15,300.15,0,0,0,0,0,0
2014-07-17 13:00:00,755.6,762,58,14,4,11,291.15,300.15,0,0,0,0,0,0
2014-07-17 13:30:00,755.6,762,58,14,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-17 15:00:00,755.6,762,65,16,6,11,291.15,298.15,0,480,0,0,0,0
2014-07-17 15:30:00,755.6,762,65,14,5,11,291.15,298.15,0,480,0,0,0,0
2014-07-17 16:00:00,755.6,762,65,14,5,11,291.15,298.15,0,480,0,0,0,0
2014-07-17 17:00:00,755.5,762,65,14,5,11,290.15,297.15,0,480,0,0,0,0
2014-07-17 17:30:00,754.8,761.2,61,16,6,11,290.15,298.15,0,480,0,0,0,0
2014-07-17 18:00:00,755.5,762,65,16,4,11,290.15,297.15,0,480,0,0,0,0
2014-07-17 18:30:00,755.5,762,69,16,4,11,290.15,296.15,0,0,0,0,0,0
2014-07-17 19:00:00,755.5,762,69,16,3,11,290.15,296.15,0,0,0,0,0,0
2014-07-17 19:30:00,755.5,762,73,13,2,11,290.15,295.15,0,0,0,0,0,0
2014-07-17 20:00:00,756.3,762.8,73,13,3,11,290.15,295.15,0,0,0,0,0,0
2014-07-17 20:30:00,756.3,762.8,78,13,2,11,290.15,294.15,0,0,0,0,0,0
2014-07-17 22:00:00,756.3,762.8,83,9,2,11,290.15,293.15,0,0,0,0,0,0
2014-07-17 22:30:00,756.9,763.5,83,17,1,11,290.15,293.15,0,0,0,0,0,0
2014-07-17 23:30:00,756.3,762.8,83,0,0,11,290.15,293.15,0,0,0,0,0,0
2014-07-18 00:00:00,756.2,762.8,83,9,1,11,289.15,292.15,0,0,0,0,0,0
2014-07-18 01:30:00,755.4,762,83,17,1,11,289.15,292.15,0,0,0,0,0,0
2014-07-18 02:00:00,755.4,762,83,13,2,11,289.15,292.15,0,0,0,0,0,0
2014-07-18 02:30:00,755.4,762,83,13,1,11,289.15,292.15,0,0,0,0,0,0
2014-07-18 03:00:00,754.6,761.2,88,12,1,11,289.15,291.15,0,0,0,0,0,0
2014-07-18 03:30:00,754.6,761.2,88,9,2,11,289.15,291.15,0,0,0,0,0,0
2014-07-18 04:00:00,754.6,761.2,88,12,2,11,289.15,291.15,0,0,0,0,0,0
2014-07-18 04:30:00,,762,,-1,,,,,0,0,0,0,0,0
2014-07-18 05:00:00,754.6,761.2,88,13,2,8,290.15,292.15,0,0,120,0,0,0
2014-07-18 05:30:00,,762,,-1,,8,,,0,0,120,0,0,0
2014-07-18 06:30:00,755.4,762,88,12,2,8,290.15,292.15,0,0,0,120,0,0
2014-07-18 07:00:00,755.4,762,88,12,2,8,290.15,292.15,0,0,0,120,0,0
2014-07-18 07:30:00,755.4,762,88,12,2,8,290.15,292.15,0,0,0,120,0,0
2014-07-18 08:00:00,755.4,762,88,17,1,8,290.15,292.15,0,0,0,120,0,0
2014-07-18 08:30:00,755.4,762,94,9,2,,291.15,292.15,0,0,0,0,0,0
2014-07-18 09:00:00,755.5,762,88,17,1,8,291.15,293.15,0,0,0,180,0,0
2014-07-18 10:00:00,755.5,762,78,12,2,8,291.15,295.15,0,0,0,180,0,0
2014-07-18 12:00:00,754.8,761.2,58,14,4,11,291.15,300.15,300,0,0,0,0,0
2014-07-18 12:30:00,754.8,761.2,58,14,5,11,291.15,300.15,0,0,0,0,0,0
2014-07-18 13:00:00,754.8,761.2,58,16,5,11,291.15,300.15,0,0,0,0,0,0
2014-07-18 13:30:00,754.8,761.2,55,16,6,11,291.15,301.15,0,0,0,0,0,0
2014-07-18 14:00:00,754.1,760.5,58,16,6,11,291.15,300.15,0,0,0,0,0,0
2014-07-18 14:30:00,754.1,760.5,58,16,6,11,291.15,300.15,0,0,0,0,0,0
2014-07-18 15:00:00,754.1,760.5,54,13,6,11,290.15,300.15,0,0,0,0,0,0
2014-07-18 15:30:00,754.1,760.5,54,13,6,11,290.15,300.15,0,0,0,0,0,0
2014-07-18 16:00:00,754.1,760.5,58,13,6,11,290.15,299.15,0,0,0,0,0,0
2014-07-18 17:00:00,754.1,760.5,57,12,5,11,289.15,298.15,0,0,0,0,0,0
2014-07-18 17:30:00,754.1,760.5,57,12,4,11,289.15,298.15,0,0,0,0,0,0
2014-07-18 18:00:00,754.1,760.5,65,13,4,11,290.15,297.15,0,0,0,0,0,0
2014-07-18 19:00:00,754.7,761.2,73,13,4,11,290.15,295.15,0,0,0,0,0,0
2014-07-18 19:30:00,754.7,761.2,78,12,4,11,290.15,294.15,0,0,0,0,0,0
2014-07-18 20:00:00,755.5,762,78,13,4,11,290.15,294.15,0,0,0,0,0,0
2014-07-18 20:30:00,755.5,762,83,12,3,11,290.15,293.15,0,0,0,0,0,0
2014-07-18 21:00:00,755.5,762,83,12,2,11,290.15,293.15,0,0,0,0,0,0
2014-07-18 21:30:00,755.5,762,78,12,2,11,289.15,293.15,0,300,0,0,0,0
2014-07-18 22:00:00,755.5,762,83,17,1,11,290.15,293.15,0,300,0,0,0,0
2014-07-18 22:30:00,755.5,762,78,3,1,11,289.15,293.15,0,300,0,0,0,0
2014-07-18 23:00:00,755.5,762,78,3,1,11,289.15,293.15,0,0,0,0,0,0
2014-07-18 23:30:00,755.5,762,78,1,1,11,289.15,293.15,0,0,0,0,0,0
2014-07-19 00:00:00,755.4,762,83,3,1,11,289.15,292.15,0,0,0,0,0,0
2014-07-19 00:30:00,754.6,761.2,83,1,1,11,289.15,292.15,0,0,0,0,0,0
2014-07-19 01:00:00,754.6,761.2,83,3,1,11,289.15,292.15,0,0,0,0,0,0
2014-07-19 01:30:00,754.6,761.2,78,11,1,11,288.15,292.15,0,0,0,0,0,0
2014-07-19 03:00:00,753.9,760.5,88,13,2,11,289.15,291.15,0,0,0,0,0,0
2014-07-19 03:30:00,753.9,760.5,83,16,2,11,288.15,291.15,0,0,0,0,0,0
2014-07-19 04:00:00,753.9,760.5,88,13,2,11,289.15,291.15,0,0,0,0,0,0
2014-07-19 04:30:00,753.9,760.5,88,13,2,11,289.15,291.15,0,0,0,0,0,0
2014-07-19 05:00:00,753.9,760.5,88,17,1,11,289.15,291.15,0,150,0,0,0,0
2014-07-19 05:30:00,753.9,760.5,88,16,2,11,290.15,292.15,0,150,0,0,0,0
2014-07-19 06:00:00,753.9,760.5,94,13,2,8,290.15,291.15,0,150,0,0,0,0
2014-07-19 06:30:00,754.6,761.2,88,17,1,8,290.15,292.15,0,480,0,0,0,0
2014-07-19 07:30:00,754.6,761.2,88,13,2,8,290.15,292.15,0,150,480,0,0,0
2014-07-19 09:00:00,755.5,762,83,9,2,8,290.15,293.15,0,180,480,0,0,0
2014-07-19 09:30:00,755.5,762,83,13,2,8,290.15,293.15,0,180,480,0,0,0
2014-07-19 10:00:00,755.5,762,83,13,2,8,291.15,294.15,0,180,480,0,0,0
2014-07-19 11:00:00,755.6,762,61,16,3,11,290.15,298.15,0,0,0,0,0,0
2014-07-19 11:30:00,755.6,762,61,14,4,11,290.15,298.15,0,0,0,0,0,0
2014-07-19 12:00:00,755.6,762,54,16,3,11,290.15,300.15,0,0,0,0,0,0
2014-07-19 13:00:00,755.6,762,54,16,4,11,290.15,300.15,0,0,0,0,0,0
2014-07-19 13:30:00,755.6,762,54,14,5,11,290.15,300.15,0,0,0,0,0,0
2014-07-19 14:00:00,754.8,761.2,54,16,5,11,290.15,300.15,0,0,0,0,0,0
2014-07-19 14:30:00,754.8,761.2,51,16,5,11,289.15,300.15,0,0,0,0,0,0
2014-07-19 15:00:00,754.8,761.2,51,16,5,11,289.15,300.15,0,0,0,0,0,0
2014-07-19 15:30:00,754.8,761.2,51,16,5,11,289.15,300.15,0,0,0,0,0,0
2014-07-19 16:00:00,754.8,761.2,48,13,5,11,289.15,301.15,0,0,0,0,0,0
2014-07-19 16:30:00,754.1,760.5,51,13,5,11,289.15,300.15,0,0,0,0,0,0
2014-07-19 18:00:00,754.1,760.5,61,12,5,11,289.15,297.15,0,0,0,0,0,0
2014-07-19 18:30:00,754.1,760.5,61,9,5,11,289.15,297.15,0,0,0,0,0,0
2014-07-19 19:00:00,754.7,761.2,69,12,5,11,289.15,295.15,0,0,0,0,0,0
2014-07-19 19:30:00,754.7,761.2,69,12,4,11,289.15,295.15,0,0,0,0,0,0
2014-07-19 20:00:00,755.5,762,73,12,5,11,289.15,294.15,0,0,0,0,0,0
2014-07-19 20:30:00,755.5,762,73,12,3,11,289.15,294.15,0,0,0,0,0,0
2014-07-19 21:00:00,756.3,762.8,78,12,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-19 21:30:00,756.3,762.8,78,9,2,11,289.15,293.15,0,0,0,0,0,0
2014-07-19 22:00:00,756.3,762.8,78,17,1,11,289.15,293.15,0,0,0,0,0,0
