"Time","T","P0","P","U","DD","VV","Td","Few.clouds","Scattered.clouds","Broken.clouds","Overcast","cumulonimbus.clouds","cumulus.congestus.of.great.vertical.extent","yield"
"2014-04-06 18:00:00",306.15,733.2,758.2,6,3,11,264.15,0,0,0,0,0,0,0
"2014-04-07 06:00:00",298.65,733.65,759.35,16,2,11,267.65,0,0,0,0,0,0,0
"2014-04-07 08:00:00",290.15,734.7,761.2,45,0,11,277.65,0,0,0,0,0,0,0.00696767
"2014-04-07 10:00:00",301.65,735,760.5,11.5,1,11,268.65,0,0,0,0,0,0,0
"2014-04-07 12:00:00",305.15,734.9,760.1,8.5,10,11,267.65,0,0,0,0,0,0,0
"2014-04-07 16:00:00",307.15,733.2,758.2,5.5,11.5,11,263.65,0,0,0,0,0,0,0
"2014-04-07 18:00:00",307.15,733,757.95,6,5,11,264.15,0,0,0,0,0,0,0
"2014-04-08 06:00:00",300.15,733.55,759.1,15,1,11,268.15,0,0,0,0,0,0,0
"2014-04-08 08:00:00",296.65,734.6,760.5,18.5,1,11,271.15,0,0,0,0,0,0,0
"2014-04-08 10:00:00",303.65,735.85,761.2,10,10.5,11,268.65,0,0,0,0,0,0,0
"2014-04-08 12:00:00",306.15,736.1,761.2,9.5,11.5,11,269.65,0,0,0,0,0,0,0
"2014-04-08 14:00:00",306.65,735.05,760.1,8.5,10.5,11,268.65,0,0,0,0,0,0,0
"2014-04-08 16:00:00",307.65,734.05,759,8.5,9.5,11,269.65,0,0,0,0,0,0,0
"2014-04-08 18:00:00",307.15,733.2,758.2,7,9.5,11,266.65,0,0,0,0,0,0,0
"2014-04-09 06:00:00",301.65,733.85,759.35,13,5,11,268.65,0,0,0,0,0,0,0
"2014-04-09 08:00:00",297.65,735.35,761.2,17.5,1,11,271.15,0,0,0,0,0,0,0
"2014-04-09 10:00:00",302.65,735.75,761.2,10,10.5,11,268.15,0,0,0,0,0,0,0
"2014-04-09 12:00:00",305.65,735.7,760.85,8,6.5,11,267.15,0,0,0,0,0,0,0.404124861
"2014-04-09 14:00:00",306.65,734.3,759.35,7.5,10.5,11,267.15,0,0,0,0,0,0,0
"2014-04-09 16:00:00",307.65,733.25,758.2,6.5,7,11,266.15,0,0,0,0,0,0,0
"2014-04-09 18:00:00",306.65,733.2,758.2,7,9,11,265.65,0,0,0,0,0,0,0
"2014-04-10 06:00:00",301.15,733.15,758.6,11,5,11,266.65,0,0,0,0,0,0,0
"2014-04-10 08:00:00",299.15,733.35,759,11,1,11,266.65,0,0,0,0,0,0,0
"2014-04-10 10:00:00",304.65,734.15,759.35,6.5,6.5,11,264.15,0,0,0,0,0,0,0
"2014-04-10 12:00:00",306.65,733.95,759,5,10,11,262.65,0,0,0,0,0,0,0
"2014-04-10 14:00:00",308.15,733.05,757.95,12.5,10.5,11,272.65,0,0,0,0,0,0,0
"2014-04-10 16:00:00",308.65,732.5,757.3,4.5,11,11,261.65,0,0,0,0,0,0,0
"2014-04-10 18:00:00",307.65,732.05,756.9,4,11,11,260.15,0,0,0,0,0,0,0
"2014-04-11 06:00:00",299.15,732.65,758.3,19,5.5,11,267.65,0,0,0,0,0,0,0
"2014-04-11 08:00:00",291.65,733.75,760.1,32,8.5,11,274.65,0,0,0,0,0,0,0
"2014-04-11 10:00:00",295.65,734.5,760.5,34.5,8.5,11,279.15,0,0,0,0,0,0,0
"2014-04-11 12:00:00",299.15,734.8,760.5,25,14.5,11,277.65,0,0,0,0,0,0,0
"2014-04-11 14:00:00",303.15,734.05,759.35,19,14,11,277.15,0,0,0,0,0,0,0
"2014-04-11 16:00:00",306.15,732.95,757.95,16.5,15,11,277.65,0,0,0,0,0,0,0
"2014-04-11 18:00:00",303.65,732.05,757.3,25,14.5,11,281.15,0,0,0,0,0,0,0
"2014-04-12 06:00:00",295.65,732.75,758.7,53,7.5,11,283.65,0,0,0,0,0,0,0
"2014-04-12 08:00:00",290.15,733.25,759.7,78,4.5,11,286.15,0,0,0,0,0,0,0
"2014-04-12 10:00:00",294.65,733.65,759.7,48,9.5,8,281.65,0,0,0,0,0,0,0
"2014-04-12 12:00:00",300.15,733.45,759,38.5,10.5,11,284.65,0,0,0,0,0,0,0
"2014-04-12 14:00:00",302.15,732.8,758.2,33,15,9.5,284.15,0,0,0,0,0,0,0
"2014-04-12 16:00:00",299.15,732.6,758.2,43.5,15,11,285.65,0,0,0,0,0,0,0
"2014-04-12 18:00:00",297.15,732.8,758.6,49.5,15,11,285.65,0,0,0,0,0,0,0
"2014-04-17 06:00:00",291.15,733.7,760.1,71.5,15,8,285.65,0,90,240,0,0,0,0
"2014-04-17 08:00:00",289.15,734.6,761.2,83,11.5,5,286.15,0,180,480,0,0,0,0
"2014-04-17 10:00:00",289.65,735.45,762,83,11,5.5,286.65,0,180,480,0,0,0,0
"2014-04-17 12:00:00",292.15,735.25,761.6,70.5,14.5,9.5,286.65,330,3000,240,0,0,0,0
"2014-04-17 14:00:00",294.15,734.4,760.5,62,14,11,286.65,480,6000,0,0,0,0,0
"2014-04-17 16:00:00",294.15,733.6,759.7,64,14.5,11,287.15,480,6000,0,0,0,0,0.550445931
"2014-04-17 18:00:00",293.15,733.5,759.7,68.5,7.5,11,287.15,480,6000,0,0,0,0,9.469063545
"2014-04-18 06:00:00",290.15,733.6,760.1,77.5,7,8.5,286.15,240,3090,0,0,0,0,15.92809365
"2014-04-18 08:00:00",289.15,733.9,760.5,83,7.5,8,286.15,0,3090,0,0,0,0,3.490802676
"2014-04-18 10:00:00",291.65,734.15,760.5,73,7,9.5,286.65,195,6000,0,0,0,0,0
"2014-04-18 12:00:00",293.15,733.9,760.1,66,11.5,11,286.65,390,3000,0,0,0,0,0
"2014-04-18 14:00:00",298.15,732.9,758.6,46,6,11,285.65,390,0,0,0,0,0,0
"2014-04-18 16:00:00",296.15,732.3,758.2,50,7,11,285.15,390,0,0,0,0,0,0.04877369
"2014-04-18 18:00:00",292.65,732.05,758.2,62,4,11,285.15,390,0,0,0,0,0,3.017001115
"2014-04-19 06:00:00",289.65,732.5,758.95,76,9,11,285.15,195,0,0,0,0,0,0
"2014-04-19 08:00:00",288.15,732.75,759.35,85,14.5,11,285.65,0,0,0,0,0,0,0
"2014-04-19 10:00:00",290.15,733.25,759.7,78,14,9.5,286.15,0,3000,1500,0,0,0,0
"2014-04-19 12:00:00",291.65,733.75,760.1,70.5,14,11,286.15,240,0,3000,0,0,0,1.435340022
"2014-04-19 14:00:00",291.15,734.45,760.85,70.5,8,11,285.65,0,6000,240,0,0,0,12.40942029
"2014-04-19 16:00:00",292.15,733.8,760.1,62,8,11,284.65,480,0,6000,0,0,0,0.0696767
"2014-04-19 18:00:00",292.65,733.45,759.7,54.5,8,11,283.15,480,3000,0,0,0,0,0
"2014-04-20 06:00:00",289.15,733.55,760.1,75,11.5,11,284.15,480,3000,0,0,0,0,7.462374582
"2014-04-20 08:00:00",286.65,733.75,760.5,91,15.5,11,285.15,180,3000,240,0,0,0,6.36148272
"2014-04-20 10:00:00",290.15,734.35,760.85,75.5,11,11,285.65,0,240,240,0,0,0,0.18812709
"2014-04-20 12:00:00",294.15,734.4,760.5,51.5,8,11,283.65,0,480,0,0,0,0,0
"2014-04-20 14:00:00",294.15,733.6,759.7,44.5,5.5,11,281.65,0,480,0,0,0,0,0
"2014-04-20 16:00:00",294.15,732.9,759,41.5,7.5,11,280.65,0,480,0,0,0,0,0
"2014-04-20 18:00:00",292.65,733.1,759.35,49,7.5,11,281.65,0,480,0,0,0,0,0
"2014-04-21 06:00:00",289.65,732.85,759.35,70,8,11,283.65,0,480,0,0,0,0,4.201505017
"2014-04-21 08:00:00",288.15,732.75,759.35,85.5,8,11,285.65,0,240,240,0,0,0,2.612876254
"2014-04-21 10:00:00",290.15,732.9,759.35,75.5,8,11,285.65,0,0,480,0,0,0,0.634057971
"2014-04-21 12:00:00",292.65,733.45,759.7,51,7.5,11,282.15,0,0,480,0,0,0,0
"2014-04-21 14:00:00",292.15,733.1,759.35,54,7.5,11,282.65,0,0,480,0,0,0,0.09754738
"2014-04-21 16:00:00",292.65,733.45,759.7,47.5,7,11,281.15,0,0,480,0,0,0,0
"2014-04-21 18:00:00",291.15,733.7,760.1,58,7,11,282.65,0,0,480,0,0,0,4.549888517
"2014-04-22 06:00:00",288.65,735,761.65,66.5,6.5,11,282.15,0,0,480,0,0,0,12.47212932
"2014-04-22 08:00:00",287.65,736.35,763.15,72.5,1,11,282.65,0,240,240,0,0,0,5.441750279
"2014-04-22 10:00:00",291.15,737,763.5,56.5,5,11,282.15,240,3240,0,0,0,0,0.00696767
"2014-04-22 12:00:00",293.65,737.25,763.5,46.5,4,11,281.65,480,3000,3000,0,0,0,0
"2014-04-22 14:00:00",294.15,736.6,762.8,46,4,11,282.15,480,0,6000,0,0,0,0
"2014-04-22 16:00:00",295.15,735.5,761.6,39.5,4,11,280.65,480,0,6000,0,0,0,0
"2014-04-22 18:00:00",293.15,735.7,762,47.5,4,11,281.65,480,0,6000,0,0,0,0
"2014-04-23 06:00:00",289.15,736.45,763.15,65.5,3.5,11,282.15,480,0,3000,0,0,0,0
"2014-04-23 08:00:00",286.15,737.65,764.65,79.5,8,11,282.65,480,0,0,0,0,0,0
"2014-04-23 10:00:00",290.15,738.4,765,64,15,11,283.15,480,0,0,0,0,0,0
"2014-04-23 12:00:00",294.65,738.4,764.65,48.5,13,11,283.15,240,0,0,0,0,0,0
"2014-04-23 16:00:00",299.65,735.95,761.6,35.5,14.5,11,283.15,0,0,0,0,0,0,0
"2014-04-23 18:00:00",299.65,735.55,761.2,35.5,7.5,11,283.15,0,0,0,0,0,0,0
"2014-04-24 06:00:00",292.15,736.35,762.75,65.5,5,8.5,283.65,0,90,0,0,0,0,0
"2014-04-24 08:00:00",286.65,738.45,765.4,94,2,5.5,285.65,0,180,240,0,0,0,0
"2014-04-24 10:00:00",290.15,739.1,765.8,72.5,10,9.5,285.15,390,0,240,0,0,0,0
"2014-04-24 12:00:00",294.65,738.4,764.65,55,11.5,11,285.15,480,0,0,0,0,0,0
"2014-04-24 14:00:00",299.15,737.35,763.15,40.5,14,11,284.65,240,0,0,0,0,0,0
"2014-04-24 16:00:00",300.65,736,761.6,38.5,14,11,285.15,480,0,0,0,0,0,0
"2014-04-24 18:00:00",299.65,735.5,761.2,34.5,4,11,282.65,480,0,0,0,0,0,0
"2014-04-25 06:00:00",286.15,736.6,763.5,94,14,4,285.15,0,0,0,180,0,0,0
"2014-04-25 08:00:00",286.65,737.35,764.3,94,7.5,4,285.65,0,0,0,180,0,0,0
"2014-04-25 10:00:00",288.65,737.15,763.9,85.5,11.5,8.5,286.15,0,330,240,0,0,0,0
"2014-04-25 12:00:00",293.65,736.5,762.75,60.5,13.5,11,285.65,0,0,0,0,0,0,0
"2014-04-25 14:00:00",299.65,735.2,760.85,42,14.5,11,285.65,0,0,0,0,0,0,0
"2014-04-25 16:00:00",300.65,734.15,759.7,37,14,11,284.65,0,0,0,0,0,0,0
"2014-04-25 18:00:00",299.15,734,759.7,40.5,14,11,284.65,0,0,0,0,0,0,0
"2014-04-26 06:00:00",292.65,734.55,760.85,65,7.5,7.5,284.65,0,0,0,90,0,0,0
"2014-04-26 08:00:00",288.15,735.3,762,85.5,0.5,7,285.65,150,150,0,0,0,0,0
"2014-04-26 10:00:00",291.15,735.95,762.4,70.5,11,9.5,285.65,150,0,0,0,0,0,0
"2014-04-26 12:00:00",297.15,735.7,761.6,44.5,14,11,284.15,0,0,0,0,0,0,0
"2014-04-26 14:00:00",302.65,734.7,760.1,27,14.5,11,281.65,0,0,0,0,0,0,0
"2014-04-26 16:00:00",304.65,733.85,759,24.5,15,11,282.15,0,0,0,0,0,0,0
"2014-04-26 18:00:00",301.15,733.5,759,36,14,11,284.65,0,0,0,0,0,0,0
"2014-04-27 06:00:00",293.15,733.55,759.75,53,7.5,11,282.65,0,0,0,0,0,0,0
"2014-04-27 08:00:00",290.65,734.4,760.85,49.5,1,11,279.65,0,0,0,0,0,0,0
"2014-04-27 10:00:00",295.65,734.5,760.5,42.5,11,11,282.15,0,0,0,0,0,0,0
"2014-04-27 12:00:00",301.15,734.6,760.1,28.5,14.5,11,281.15,0,0,0,0,0,0,0
"2014-04-27 14:00:00",305.15,733.5,758.6,20,14,11,279.65,0,0,0,0,0,0,0
"2014-04-27 16:00:00",305.15,733.1,758.2,12,14,11,272.15,0,0,0,0,0,0,0
"2014-04-27 18:00:00",305.65,732.9,757.95,10.5,11.5,11,270.65,0,0,0,0,0,0,0
"2014-04-28 06:00:00",295.65,733.4,759.35,55.5,11,5.7,278.65,0,0,0,90,0,0,0
"2014-04-28 10:00:00",289.65,733.95,760.5,86,15,8.5,287.15,90,90,0,0,0,0,0
"2014-04-28 12:00:00",297.15,733.55,759.35,44.5,14.5,11,284.15,0,0,0,0,0,0,0
"2014-04-28 14:00:00",301.65,732.75,758.2,27,11.5,11,280.65,0,0,0,0,0,0,0
"2014-04-28 16:00:00",302.15,732.3,757.7,27,14,11,281.15,0,0,0,0,0,0,0
"2014-04-28 18:00:00",299.15,732.6,758.2,32,14,11,281.15,0,0,0,0,0,0,0
"2014-04-29 06:00:00",292.15,732.7,758.95,68,14,5.6,284.15,0,0,0,75,0,0,0
"2014-04-29 08:00:00",286.15,733.7,760.5,100,15,0.2,286.15,0,0,0,150,0,0,0
"2014-04-29 10:00:00",288.15,733.85,760.5,100,9,3.5,288.15,0,0,90,75,0,0,0
"2014-04-29 12:00:00",294.65,733.3,759.35,59.5,14.5,11,286.15,0,0,0,0,0,0,0
"2014-04-29 14:00:00",300.15,732.45,757.95,39.5,14.5,11,285.15,0,0,0,0,0,0,0
"2014-04-29 16:00:00",300.65,732.25,757.7,39.5,14.5,11,285.65,0,0,0,0,0,0,0
"2014-04-29 18:00:00",298.15,732,757.7,49.5,14,11,286.65,0,0,0,0,0,0,0
"2014-04-30 06:00:00",292.15,732.1,758.35,77,14,5.6,287.15,0,0,0,75,0,0,0
"2014-04-30 08:00:00",287.15,732.3,759,100,6.5,0.3,287.15,0,0,0,75,0,0,0
"2014-04-30 10:00:00",289.65,732.55,759,91.5,7.5,4.5,288.15,150,0,0,90,0,0,0
"2014-04-30 12:00:00",295.65,732.65,758.6,57,14,9.5,286.65,300,0,0,0,0,0,0
"2014-04-30 14:00:00",300.65,731.85,757.3,38.5,14,11,285.15,0,0,0,0,0,0,0
"2014-04-30 16:00:00",302.15,730.9,756.2,35,6.5,11,285.15,0,0,0,0,0,0,0
"2014-04-30 18:00:00",299.65,730.7,756.2,43.5,14,11,286.15,0,0,0,0,0,0,0
"2014-05-01 06:00:00",287.15,730.3,756.9,100,1,0.2,287.15,0,0,0,150,0,0,0
"2014-05-01 08:00:00",287.65,731.05,757.7,94,7,5,286.65,0,150,0,0,0,0,0
"2014-05-01 10:00:00",291.15,731.4,757.7,78,14,8.5,287.15,75,0,0,0,0,0,0
"2014-05-01 12:00:00",296.15,731.45,757.3,53.5,15.5,11,286.15,0,0,0,0,0,0,0
"2014-05-01 14:00:00",301.65,730.45,755.8,34,11.5,11,284.15,0,0,0,0,0,0,0
"2014-05-01 16:00:00",302.65,729.4,754.6,34.5,14.5,11,285.15,0,0,0,0,0,0,0
"2014-05-01 18:00:00",299.65,728.8,754.25,43.5,14,11,286.15,0,0,0,0,0,0,0
"2014-05-02 06:00:00",293.65,729.4,755.4,67.5,14,7.5,286.65,0,0,0,90,0,0,0
"2014-05-02 08:00:00",289.65,730.15,756.55,85.5,14.5,4,287.15,0,0,0,180,0,0,0
"2014-05-02 10:00:00",291.65,730.65,756.9,75.5,8,6.5,287.15,0,480,0,0,0,0,0
"2014-05-02 12:00:00",295.15,730.65,756.55,63,14.5,11,287.65,480,0,0,0,0,0,0
"2014-05-02 14:00:00",299.65,729.55,755,44.5,11,11,286.65,480,0,0,0,0,0,0
"2014-05-02 16:00:00",300.65,729.25,754.6,43.5,14.5,6,287.15,480,0,0,0,0,0,0
"2014-05-02 18:00:00",295.65,729.2,755,59,14.5,11,287.15,480,0,0,0,0,0,0
"2014-05-07 06:00:00",293.65,732.25,758.35,74.5,9.5,9.5,288.65,450,0,1500,0,0.5,0.5,0
"2014-05-07 08:00:00",290.15,733.65,760.1,91,13,5,288.65,180,0,0,0,0,0,0
"2014-05-07 10:00:00",294.65,734.4,760.5,65,2,7,287.65,150,0,0,0,0,0,0
"2014-05-07 12:00:00",302.15,733.95,759.35,32,6,11,283.65,0,0,0,0,0,0,0
"2014-05-07 14:00:00",305.15,733.1,758.2,21,10,11,280.15,0,0,0,0,0,0,0
"2014-05-07 16:00:00",305.65,732.65,757.7,19.5,3,11,279.65,780,0,3000,0,0,0,0
"2014-05-07 18:00:00",303.15,732.45,757.7,54.5,7,11,292.65,990,0,3000,0,1,0,0
"2014-05-08 06:00:00",295.15,733.1,759.1,71,13.5,5.55,288.15,495,0,1500,75,0.5,0,0
"2014-05-08 08:00:00",289.15,735,761.6,100,11,0.2,289.15,0,0,0,150,0,0,0
"2014-05-08 10:00:00",291.65,735.25,761.6,89,6.5,6,289.65,0,0,90,0,0,0,0
"2014-05-08 12:00:00",298.65,734.7,760.45,56.5,14.5,11,289.15,0,0,0,0,0,0,0
"2014-05-08 14:00:00",304.65,733.45,758.6,36,15,11,287.65,0,0,0,0,0,0,0
"2014-05-08 16:00:00",308.65,732.1,756.9,15,5.5,11,278.15,0,0,0,0,0,0,0
"2014-05-08 18:00:00",306.65,732.35,757.3,16,5,11,277.65,0,0,0,0,0,0,0
"2014-05-09 06:00:00",288.15,733.8,760.5,100,14,0.1,288.15,0,0,0,150,0,0,0
"2014-05-09 08:00:00",289.15,734.25,760.85,97,7,0.8,288.65,0,0,0,165,0,0,0
"2014-05-09 10:00:00",292.65,734.95,761.2,83.5,14,6.5,289.65,0,0,150,0,0,0,0
"2014-05-09 12:00:00",298.65,734.35,760.1,52.5,14,11,288.15,0,0,0,0,0,0,0
"2014-05-09 14:00:00",304.65,733.45,758.6,35.5,14,11,287.65,600,0,0,0,0,0,0
"2014-05-09 16:00:00",307.15,732.75,757.7,24.5,11,11,283.15,600,0,0,0,0,0,0
"2014-05-10 06:00:00",299.15,733.75,759.45,55,10.5,7.5,283.65,300,0,0,90,0,0,0
"2014-05-10 08:00:00",289.15,735,761.6,94,12.5,4,288.15,0,0,0,180,0,0,0
"2014-05-10 10:00:00",291.65,735.25,761.6,80.5,13,11,288.15,150,0,240,0,0,0,0
"2014-05-10 12:00:00",297.15,734.95,760.85,54,14,11,287.15,0,0,0,0,0,0,0
"2014-05-10 14:00:00",301.15,733.85,759.35,41,15,11,286.65,0,0,0,0,0,0,0
"2014-05-10 16:00:00",302.65,733.25,758.6,37.5,14.5,11,286.65,0,0,0,0,0,0,0
"2014-05-10 18:00:00",300.15,732.65,758.2,44,14,11,286.65,0,0,0,0,0,0,0
"2014-05-11 06:00:00",287.15,733,759.7,100,1,0.1,287.15,0,0,0,150,0,0,0
"2014-05-11 08:00:00",289.15,733.9,760.5,94,11.5,6,288.15,90,0,0,0,0,0,0
"2014-05-11 10:00:00",297.65,733.55,759.35,57.5,4.5,9.5,288.15,0,0,0,0,0,0,0
"2014-05-11 12:00:00",310.15,733.25,757.95,12.5,13,11,277.15,0,0,0,0,0,0,0
"2014-05-11 14:00:00",312.65,732.1,756.55,9.5,14,11,275.15,0,0,0,0,0,0,0
"2014-05-11 16:00:00",313.65,731.45,755.8,8,15,11,273.15,0,0,0,0,0,0,0
"2014-05-11 18:00:00",313.15,731,755.4,8,9.5,11,272.15,0,0,0,0,0,0,0
"2014-05-12 08:00:00",300.65,732.2,757.7,15.5,1,11,272.15,0,0,0,0,0,0,0
"2014-05-12 12:00:00",313.65,732.2,756.55,4.5,12,11,266.15,0,0,0,0,0,0,0
"2014-05-12 14:00:00",315.65,731.55,755.8,4,14.5,11,265.65,0,0,0,0,0,0,0
"2014-05-12 16:00:00",313.15,731,755.4,8,14,11,271.15,0,0,0,0,0,0,0
"2014-05-12 18:00:00",308.15,731.35,756.15,17.5,14.5,11,279.65,0,0,0,0,0,0,0
"2014-05-13 06:00:00",301.15,732.5,757.95,22,7.5,11,277.65,0,0,0,0,0,0,0
"2014-05-13 08:00:00",300.15,733.45,759,19,1,11,274.15,0,0,0,0,0,0,0
"2014-05-13 10:00:00",308.15,733.3,758.2,8.5,6,11,270.15,0,0,0,0,0,0,0
"2014-05-13 12:00:00",312.15,734,758.6,6.5,10,11,268.65,0,0,0,0,0,0,0
"2014-05-13 14:00:00",314.15,733.55,757.95,4.5,9,11,266.65,0,0,0,0,0,0,0
"2014-05-13 16:00:00",313.15,732.5,756.9,6,11.5,11,269.65,0,0,0,0,0,0,0
"2014-05-13 18:00:00",312.15,732.4,756.9,7.5,5,11,271.65,0,0,0,0,0,0,0
"2014-05-14 06:00:00",302.65,732.95,758.3,19.5,3.5,11,273.65,0,0,0,0,0,0,0
"2014-05-14 08:00:00",298.15,734.75,760.5,25,1,11,276.65,0,0,0,0,0,0,0
"2014-05-14 10:00:00",302.15,735.1,760.5,21.5,14.5,11,278.15,0,0,0,0,0,0,0
"2014-05-14 12:00:00",309.15,734.5,759.35,13,8,11,276.65,0,0,0,0,0,0,0
"2014-05-14 14:00:00",313.65,733.5,757.95,8.5,15,11,273.65,0,0,0,0,0,0,0
"2014-05-14 16:00:00",314.65,732.55,756.9,8,4,11,273.65,0,0,0,0,0,0,0
"2014-05-14 18:00:00",308.15,733.05,757.95,22,15,11,278.65,0,0,0,0,0,0,0
"2014-05-15 06:00:00",298.15,732.5,758.2,45,10.5,11,285.15,0,0,0,0,0,0,0
"2014-05-15 08:00:00",292.65,733.5,759.75,66.5,14,11,286.15,90,0,1500,0,0,0,0
"2014-05-15 10:00:00",294.15,734.4,760.5,65,14,11,287.15,180,0,3000,0,0,0,0
"2014-05-15 14:00:00",299.65,732.8,758.35,44.5,15,11,286.65,0,0,0,0,0,0,0
"2014-05-15 16:00:00",304.65,732.15,757.3,34,15.5,11,287.15,0,0,0,0,0,0,0
"2014-05-15 18:00:00",300.15,731.8,757.3,48,16,11,288.15,480,3000,6000,0,0,0,0
"2014-05-16 06:00:00",294.65,731.95,757.95,72.5,16,8,288.65,240,1500,4500,0,0,0,0
"2014-05-16 08:00:00",292.15,732,758.2,83,8,5,289.15,180,0,3000,0,0,0,0
"2014-05-16 10:00:00",293.15,732.1,758.2,78,14,7,289.15,90,3000,0,0,0,0,0.04180602
"2014-05-16 12:00:00",297.15,731.5,757.3,61,14,8,289.15,0,0,0,0,0,0,0
"2014-05-16 14:00:00",298.65,730.95,756.55,55.5,14,9.5,289.15,0,0,0,0,0,0,0
"2014-05-16 16:00:00",300.15,729.6,755,48,15,11,288.15,780,1500,1500,0,0,0,0
"2014-05-16 18:00:00",299.65,728.8,754.25,43.5,12,11,286.15,600,3000,0,0,0,0,0
"2014-05-17 06:00:00",293.15,729.7,755.75,64.5,13.5,9.5,285.65,300,1740,0,0,0,0,0
"2014-05-17 08:00:00",290.15,730.55,756.9,78,11.5,9.5,286.15,240,240,0,0,0,0,0
"2014-05-17 10:00:00",293.65,730.5,756.55,60.5,11,11,285.65,480,0,0,0,0,0,0
"2014-05-17 12:00:00",298.15,729.4,755,40.5,7,11,283.65,480,0,0,0,0,0,0
"2014-05-17 14:00:00",299.65,729.15,754.6,28,7,11,279.65,480,0,0,0,0,0,0
"2014-05-17 16:00:00",299.15,728.4,753.9,32,2.5,9.5,281.15,480,0,0,0,0,0,0
"2014-05-17 18:00:00",296.15,728.55,754.25,44.5,4,8,283.15,480,0,0,0,0,0,0
"2014-05-18 06:00:00",292.15,729.3,755.4,63.5,9,9.5,284.65,240,240,0,0,0,0,1.010312152
"2014-05-18 08:00:00",290.15,730.55,756.9,72.5,9.5,9.5,285.15,240,3240,0,0,0,0,0
"2014-05-18 10:00:00",293.65,730.85,756.9,58.5,15,8,285.15,480,3000,0,0,0,0,0
"2014-05-18 12:00:00",296.65,730.8,756.55,46,10.5,8,284.15,480,3000,0,0,0,0,0
"2014-05-18 14:00:00",299.65,729.95,755.4,33,4,8,282.15,480,0,6000,0,0,0,0
"2014-05-18 16:00:00",298.65,729.85,755.4,34,4,11,281.65,480,3000,0,0,0,0,0
"2014-05-18 18:00:00",297.15,730.5,756.2,36.5,4,11,281.15,480,0,0,0,0,0,0
"2014-05-19 06:00:00",291.65,731.35,757.6,59,2,11,282.65,480,0,0,0,0,0,4.424470457
"2014-05-19 08:00:00",290.65,732.65,759,66,7,11,284.15,0,480,0,0,0,0,2.794035674
"2014-05-19 10:00:00",291.65,733.35,759.7,60,7,11,283.65,0,480,0,0,0,0,0.27173913
"2014-05-19 12:00:00",293.65,732.5,758.6,49.5,4,11,282.65,480,0,0,0,0,0,0
"2014-05-19 14:00:00",296.65,732.1,757.95,42.5,7,11,283.15,480,0,0,0,0,0,0
"2014-05-19 16:00:00",296.65,731.5,757.3,45.5,7.5,11,284.15,480,0,0,0,0,0,0
"2014-05-19 18:00:00",293.65,731.65,757.7,54.5,7.5,11,284.15,480,0,6000,0,0,0,0
"2014-05-20 06:00:00",291.15,732.4,758.7,59.5,6,11,283.15,240,0,3240,0,0,0,0
"2014-05-20 08:00:00",289.65,733.2,759.7,57.5,5,11,281.15,0,3240,0,0,0,0,0
"2014-05-20 10:00:00",292.15,733.4,759.7,49,6,11,281.15,480,6000,0,0,0,0,0
"2014-05-20 16:00:00",295.65,733.05,759,38.5,15,11,280.65,540,0,0,0,0,0,0
"2014-05-20 18:00:00",293.65,733.2,759.35,46,8,11,281.65,600,0,0,0,0,0,0
"2014-05-21 06:00:00",289.65,733.9,760.45,65.5,11.5,11,282.65,540,0,0,0,0,0,0
"2014-05-21 10:00:00",292.15,735.6,762,58,6,11,283.65,0,0,600,0,0,0,0
"2014-05-21 12:00:00",294.65,735.45,761.6,50,15,11,283.65,0,300,300,0,0,0,0
"2014-05-21 14:00:00",295.15,735.1,761.2,45.5,8,11,282.65,0,600,0,0,0,0,0
"2014-05-21 16:00:00",294.65,735.1,761.2,44,6,11,281.65,300,300,0,0,0,0,0
"2014-05-21 18:00:00",293.65,735.05,761.2,48,5.5,11,282.15,300,300,0,0,0,0,0
"2014-05-22 06:00:00",290.65,735.15,761.6,62.5,4,11,283.15,0,540,0,0,0,0,6.27787068
"2014-05-22 08:00:00",289.65,736.2,762.8,62,5,11,282.15,0,480,0,0,0,0,1.414437012
"2014-05-22 10:00:00",291.65,736.35,762.8,49,4,11,280.65,0,0,480,0,0,0,0.04877369
"2014-05-22 12:00:00",293.15,736.5,762.8,41.5,4,11,279.65,0,480,0,0,0,0,0
"2014-05-22 14:00:00",293.15,735.7,762,39,4,11,278.65,480,0,0,0,0,0,0.00696767
"2014-05-22 16:00:00",293.15,735.7,762,41.5,4,11,279.65,480,0,0,0,0,0,0
"2014-05-22 18:00:00",291.65,735.6,762,49,4,11,280.65,240,240,0,0,0,0,0
"2014-05-27 06:00:00",290.15,736.55,763.15,66,5.5,11,283.65,240,0,240,0,0,0,25.25083612
"2014-05-27 08:00:00",288.15,737.85,764.65,72,5.5,11,283.15,0,0,480,0,0,0,20.01811594
"2014-05-27 10:00:00",289.65,738.7,765.4,63.5,4,11,282.65,0,480,0,0,0,0,13.74024526
"2014-05-27 12:00:00",292.15,738.5,765,54,4,11,282.65,480,0,0,0,0,0,1.804626533
"2014-05-27 16:00:00",293.15,737.2,763.5,49,4,11,282.15,480,0,0,0,0,0,0
"2014-05-27 18:00:00",292.65,737.15,763.5,54.5,4,11,283.15,480,0,0,0,0,0,0.01393534
"2014-05-28 06:00:00",289.15,736.5,763.15,72,6,11,283.65,480,0,0,0,0,0,0.00696767
"2014-05-28 08:00:00",288.15,736.1,762.8,79.5,14,11,284.65,480,0,0,0,0,0,0.00696767
