"Time","P0","P","U","DD","Ff","VV","Td","T","Few.clouds","Scattered.clouds","Broken.clouds","Overcast","cumulonimbus.clouds","cumulus.congestus.of.great.vertical.extent","yield"
"2014-03-03 00:00:00",756.1,762.8,85,16,1.5,8,284.65,287.15,0,600,0,0,0,0,16.47157191
"2014-03-03 02:00:00",756.1,762.8,88,9,2,8,283.65,285.65,300,300,0,0,0,0,24.35897436
"2014-03-03 04:00:00",756.1,762.8,91,17,1,8,283.65,285.15,600,0,0,0,0,0,25.33444816
"2014-03-03 06:00:00",756.1,762.8,85,10,2,8,285.15,287.65,0,300,0,0,0,0,19.18199554
"2014-03-03 08:00:00",756.45,763.15,82,4,1.5,8,285.15,288.15,0,0,240,240,0,0,1.769788183
"2014-03-03 10:00:00",756.85,763.5,82.5,2,2.5,8,285.65,288.65,0,0,480,0,0,0,0
"2014-03-03 12:00:00",756.9,763.5,68.5,17,1.5,8,285.15,291.15,0,0,540,0,0,0,0
"2014-03-03 14:00:00",755.9,762.4,55,15,3,8,284.65,294.15,600,0,0,0,0,0,0
"2014-03-03 16:00:00",754.7,761.2,53,16,4,9.5,285.15,295.15,300,0,0,0,0,0,0.02090301
"2014-03-03 18:00:00",754,760.5,60,14.5,3,11,285.15,293.15,0,0,0,0,0,0,0
"2014-03-03 20:00:00",754.25,760.85,68,9,3,11,284.15,290.15,0,0,0,0,0,0,1.135730212
"2014-03-03 22:00:00",754.95,761.6,77,10.5,2.5,11,284.15,288.15,0,0,0,0,0,0,9.239130435
"2014-03-08 00:00:00",753,759.7,91,1.5,3.5,6.5,285.15,286.65,75,0,75,0,0,0,0
"2014-03-08 02:00:00",752.35,759,79.5,4.5,4,11,283.65,287.15,150,0,0,0,0,0,0
"2014-03-08 04:00:00",752.35,759,67,3.5,2.5,11,281.15,287.65,0,0,0,0,0,0,0
"2014-03-08 06:00:00",752.8,759.35,34.5,5,4,11,275.65,291.65,0,0,0,0,0,0,0
"2014-03-08 08:00:00",753.25,759.7,24.5,5,5.5,11,273.15,294.65,0,0,0,0,0,0,0
"2014-03-08 10:00:00",754.45,760.85,15.5,2,7.5,6,271.15,299.65,0,0,0,0,0,0,0
"2014-03-08 12:00:00",754.9,761.2,11.5,1.5,7.5,6,270.65,303.65,0,0,0,0,0,0,0
"2014-03-08 14:00:00",753.8,760.1,10,1,7.5,8,269.65,304.65,0,0,0,0,0,0,0
"2014-03-08 16:00:00",752.7,759,11,2,6.5,8,270.15,303.65,0,0,0,0,0,0,0
"2014-03-08 18:00:00",753.4,760.45,11,8,5,8,269.15,302.15,900,0,3300,0,1,0,0
"2014-03-08 20:00:00",753.3,759.7,14,1,5,8,270.15,300.15,900,0,3300,0,1,0,0
"2014-03-08 22:00:00",754.45,760.85,15.5,1.5,5,8,271.15,299.65,900,0,3300,0,1,0,0
"2014-03-09 00:00:00",755.15,761.6,33.5,8.5,6,8,278.65,296.65,450,450,3150,0,0.5,0.5,0
"2014-03-09 02:00:00",754.7,761.2,32,3.5,5.5,8,278.15,295.65,0,900,3000,0,0,1,0
"2014-03-09 04:00:00",754.35,760.85,35.5,2,6.5,8,278.65,294.65,0,450,1500,0,0,0.5,0
"2014-03-09 06:00:00",753.6,760.1,35.5,2,9.5,9.5,278.65,294.65,0,0,0,0,0,0,0
"2014-03-09 08:00:00",753.6,760.1,32,2,10.5,11,277.15,294.65,0,0,0,0,0,0,0.02787068
"2014-03-09 10:00:00",754.05,760.5,27.5,2,11.5,8,277.15,297.15,0,0,0,0,0,0,0
"2014-03-09 12:00:00",753.3,759.7,27,9,6.5,8,279.15,300.15,0,0,0,0,0,0,0
"2014-03-09 14:00:00",752.45,758.95,62,14,7,9.5,286.15,293.65,0,0,0,0,0,0,0
"2014-03-09 16:00:00",751.7,758.2,60,14,5.5,11,285.15,293.15,0,0,0,0,0,0,0
"2014-03-09 18:00:00",752.4,759,80,13.5,6,11,286.65,290.15,0,0,0,0,0,0,0
"2014-03-09 20:00:00",752.75,759.35,80,13,4.5,8,286.15,289.65,0,0,0,0,0,0,0
"2014-03-09 22:00:00",753.9,760.5,83,12.5,3,9.5,286.15,289.15,0,480,1500,0,0,0,0
"2014-03-10 00:00:00",753.9,760.5,83,14.5,2,11,286.15,289.15,0,480,3000,0,0,0,0.320512821
"2014-03-10 04:00:00",752.7,759.35,88.5,12.5,2,5.6,285.65,287.65,0,240,1500,30,0,0,0.00696767
"2014-03-10 06:00:00",751.5,758.2,94,8.5,0.5,0.5,285.15,286.15,0,0,0,90,0,0,0
"2014-03-10 10:00:00",753,759.7,94,10,2.5,5,286.15,287.15,0,150,480,0,0,0,0
"2014-03-10 12:00:00",752.75,759.35,72.5,13.5,3.5,8,285.65,290.65,0,75,480,0,0,0,0
"2014-03-10 14:00:00",752.1,758.6,58,14,6,11,283.65,292.15,0,480,0,0,0,0,0
"2014-03-10 16:00:00",751.2,757.7,54.5,14,7,11,283.65,293.15,0,480,0,0,0,0,0
"2014-03-10 18:00:00",751.1,757.7,58,14,6.5,11,282.65,291.15,0,480,0,0,0,0,0
"2014-03-10 20:00:00",751.35,757.95,72.5,15,3.5,11,283.65,288.65,0,480,0,0,0,0,0
"2014-03-10 22:00:00",752.3,759,82,12.5,3,10.2718884521804,284.15,287.15,0,0,0,0,0,0,0.355351171
"2014-03-11 00:00:00",752.3,759,85,12,3,11,284.15,286.65,0,990,0,0,0,0,0.919732441
"2014-03-11 02:00:00",751.6,758.2,85,12,2,11,284.65,287.15,0,1980,0,0,0,0,2.048494983
"2014-03-11 04:00:00",751.3,757.95,85,13,2,11,284.15,286.65,0,990,0,0,0,0,4.626532887
"2014-03-11 06:00:00",751.25,757.95,91,5.5,1,0.8,283.15,284.65,0,240,150,0,0,0,2.647714604
"2014-03-11 08:00:00",751.5,758.2,88,10,1.5,8,282.65,284.65,0,240,0,0,0,0,0.341415831
"2014-03-11 10:00:00",752.4,759,72.5,17,1.5,11,283.65,288.65,240,0,0,0,0,0,0
"2014-03-11 12:00:00",752,758.6,50.5,15.5,3.5,11,280.65,291.15,0,0,690,0,0,0,0
"2014-03-11 14:00:00",751.2,757.7,46,14,6.5,11,280.15,292.15,0,0,390,0,0,0,0
"2014-03-11 16:00:00",751.15,757.7,59,14,8.5,11,282.15,290.65,0,0,600,0,0,0,0
"2014-03-11 18:00:00",751.1,757.7,68,14,8,11,283.65,289.65,0,0,600,0,0,0,0
"2014-03-11 20:00:00",751.35,757.95,72.5,14.5,4.5,11,283.65,288.65,0,300,300,0,0,0,1.309921962
"2014-03-11 22:00:00",752.35,759,79.5,9,4,11,284.15,287.65,0,600,0,0,0,0,2.710423634
"2014-03-12 00:00:00",752.3,759,85,10,2.5,11,284.15,286.65,0,240,0,0,0,0,4.856465998
"2014-03-12 04:00:00",752.3,759,88,4,2,11,282.65,284.65,0,600,0,0,0,0,6.27090301
"2014-03-12 06:00:00",752.65,759.35,91,2,2.5,11,282.65,284.15,0,480,0,0,0,0,4.090022297
"2014-03-12 08:00:00",753.75,760.5,88,1.5,2.5,11,281.65,283.65,0,1740,0,0,0,0,3.825250836
"2014-03-12 10:00:00",754.6,761.2,66,3,2.5,11,283.65,290.15,0,300,0,0,0,0,0.23690078
"2014-03-12 12:00:00",754.65,761.2,49,16.5,2,11,281.65,292.65,0,600,0,0,0,0,0
"2014-03-12 14:00:00",753.6,760.1,47,15.5,4.5,11,282.65,294.65,300,300,0,0,0,0,0.04180602
"2014-03-12 16:00:00",753.2,759.7,51.5,14,8,11,283.15,293.65,600,0,0,0,0,0,2.104236343
"2014-03-12 18:00:00",753.5,760.1,68.5,15,7.5,11,284.65,290.65,600,0,0,0,0,0,2.947324415
"2014-03-12 20:00:00",755,761.6,83,14,5.5,11,286.15,289.15,0,300,0,0,0,0,2.250557414
"2014-03-12 22:00:00",755.8,762.4,80,10.5,3.5,11,285.65,289.15,0,300,0,0,0,0,2.787068004
"2014-03-13 00:00:00",756.5,763.15,79.5,10,2.5,11,285.15,288.65,0,300,0,0,0,0,3.957636566
"2014-03-13 02:00:00",756.15,762.8,79.5,9,2.5,11,285.15,288.65,150,150,0,0,0,0,5.274526198
"2014-03-13 04:00:00",755.3,762,88,9,2,11,283.65,285.65,450,0,0,0,0,0,2.759197324
"2014-03-13 06:00:00",756.1,762.8,88,10,1,11,284.15,286.15,150,150,0,0,0,0,2.710423634
"2014-03-13 08:00:00",756.8,763.5,82,2,1.5,11,284.15,287.15,300,0,600,0,0,0,1.128762542
"2014-03-13 10:00:00",757.65,764.3,70,9,1.5,11,284.15,289.65,0,0,600,0,0,0,0.01393534
"2014-03-13 12:00:00",757.7,764.3,54.5,11,2,11,283.15,292.65,0,600,0,0,0,0,0
"2014-03-13 14:00:00",756.65,763.15,51.5,13,4,11,283.15,293.65,0,300,0,0,0,0,0
"2014-03-13 16:00:00",755.5,762,51.5,14,5.5,11,283.65,294.15,0,480,0,0,0,0,0
"2014-03-13 18:00:00",755.45,762,51,15,5.5,11,282.65,293.15,0,240,0,0,0,0,0
"2014-03-13 20:00:00",756.2,762.8,72.5,10.5,3,11,284.65,289.65,0,0,0,0,0,0,0
"2014-03-13 22:00:00",756.8,763.5,82,14.5,2,11,285.15,288.15,0,0,0,0,0,0,0
"2014-03-14 00:00:00",757.6,764.3,85,2,0.5,9.5,284.15,286.65,0,240,0,0,0,0,0
"2014-03-14 02:00:00",757.2,763.9,88,3,2,8,283.15,285.15,0,240,0,0,0,0,0
"2014-03-14 04:00:00",756.8,763.5,88,1,2.5,8,283.15,285.15,0,240,0,0,0,0,0
"2014-03-14 06:00:00",756.7,763.5,88,5.5,2.5,8,282.15,284.15,0,480,0,0,0,0,0
"2014-03-14 08:00:00",757.1,763.9,91,3.5,2,8,282.15,283.65,0,240,0,0,0,0,0
"2014-03-14 10:00:00",757.65,764.3,68.5,4.5,2,11,283.65,289.65,0,0,0,0,0,0,0
"2014-03-14 12:00:00",757.35,763.9,49.5,15,3.5,11,282.65,293.65,0,0,0,0,0,0,0
"2014-03-14 14:00:00",756.65,763.15,43.5,14,6.5,11,281.65,294.65,0,0,0,0,0,0,0
"2014-03-14 16:00:00",755.9,762.4,37,14,6,11,280.65,296.15,0,0,0,0,0,0,0
"2014-03-14 18:00:00",755.9,762.4,35.5,16,4,11,279.65,295.65,0,0,0,0,0,0,0
"2014-03-14 20:00:00",756.55,763.15,56.5,14,2.5,11,282.15,291.15,0,0,0,0,0,0,0
"2014-03-14 22:00:00",757.2,763.9,79.5,9.5,2,11,283.65,287.15,0,0,0,0,0,0,0
"2014-03-15 00:00:00",757.15,763.9,88,1.5,2.5,11,282.65,284.65,0,0,0,0,0,0,0
"2014-03-15 02:00:00",756.8,763.5,82,2,2.5,11,282.15,285.15,0,0,0,0,0,0,0
"2014-03-15 04:00:00",756.7,763.5,79.5,2,4.5,11,280.65,284.15,0,0,0,0,0,0,0
"2014-03-15 06:00:00",756.8,763.5,65,1.5,4.5,11,279.15,285.65,0,0,0,0,0,0,0
"2014-03-15 08:00:00",757.2,763.9,57,3,5,11,278.65,287.15,0,0,0,0,0,0,0
"2014-03-15 10:00:00",758.45,765,38,3.5,5,11,277.15,292.15,0,0,0,0,0,0,0
"2014-03-15 12:00:00",758.2,764.65,20,9.5,2.5,11,273.65,298.65,0,0,0,0,0,0,0
"2014-03-15 14:00:00",757.9,764.3,21.5,15.5,3.5,11,275.15,299.65,0,0,0,0,0,0,0
"2014-03-15 16:00:00",757.05,763.5,28.5,14,5.5,11,278.15,297.65,0,0,0,0,0,0,0
"2014-03-15 18:00:00",756.7,763.15,24,14,5,11,275.65,297.65,0,0,0,0,0,0,0
"2014-03-15 20:00:00",756.95,763.5,36,10.5,3,11,277.65,293.65,0,0,0,0,0,0,0
"2014-03-15 22:00:00",757.7,764.3,46,9,3,11,279.15,291.15,0,0,0,0,0,0,0
"2014-03-16 00:00:00",757.95,764.65,51.5,8.5,0.5,11,278.15,288.15,0,0,0,0,0,0,0
"2014-03-16 02:00:00",757.6,764.3,63,3,2.5,11,279.15,286.15,0,0,0,0,0,0,0
"2014-03-16 04:00:00",757.2,763.9,56.5,1.5,3.5,10.2718884521804,277.65,286.15,0,0,0,0,0,0,0
"2014-03-16 06:00:00",756.8,763.5,54.5,2,4,11,276.65,285.65,0,0,0,0,0,0,0
"2014-03-16 08:00:00",757.95,764.65,46.5,2,5,11,276.15,287.65,0,0,0,0,0,0,0
"2014-03-16 10:00:00",758.45,765,29.5,2,5.5,11,275.65,294.65,0,0,0,0,0,0,0
"2014-03-16 12:00:00",758.25,764.65,16.5,2,4.5,11,273.15,300.65,0,0,0,0,0,0,0
"2014-03-16 14:00:00",756.8,763.15,13,6.5,2.5,11,271.65,302.65,0,0,0,0,0,0,0
"2014-03-16 16:00:00",755.7,762,11.5,14,5.5,11,270.65,303.15,0,0,0,0,0,0,0
"2014-03-16 18:00:00",755.65,762,13,14.5,6.5,9.5,270.65,301.65,0,0,0,0,0,0,0
"2014-03-16 20:00:00",755.95,762.4,15,11,3,9.5,269.65,297.65,0,0,0,0,0,0,0
"2014-03-16 22:00:00",756.9,763.5,29,10,3.5,11,274.15,292.65,0,0,0,0,0,0,0
"2014-03-17 00:00:00",756.55,763.15,27,6,3,11,272.65,292.15,0,0,0,0,0,0,0
"2014-03-17 02:00:00",756.2,762.8,30,3.5,3.5,11,272.65,290.65,0,0,0,0,0,0,0
"2014-03-17 04:00:00",755.75,762.4,35.5,2,4,11,273.65,289.15,0,0,0,0,0,0,0
"2014-03-17 06:00:00",755.4,762,34,2,5.5,11,273.15,289.15,0,0,0,0,0,0,0
"2014-03-17 08:00:00",756.55,763.15,34,2,4.5,11,273.65,289.65,0,0,0,0,0,0,0
"2014-03-17 10:00:00",757.75,764.3,25,3.5,4.5,11,274.15,295.15,0,0,0,0,0,0,0
"2014-03-17 12:00:00",757.55,763.9,13,10,2.5,11,271.15,302.15,0,0,0,0,0,0,0
"2014-03-17 14:00:00",756.5,762.8,11.5,8,2,11,270.65,304.15,0,0,0,0,0,0,0
"2014-03-17 18:00:00",755.65,762,12,14,6.5,11,270.15,302.15,0,0,0,0,0,0,0
"2014-03-17 20:00:00",755.9,762.4,32,12.5,3.5,11,278.15,295.65,0,0,0,0,0,0,0
"2014-03-17 22:00:00",756.95,763.5,37.5,9,4.5,11,278.65,293.65,0,0,0,0,0,0,0
"2014-03-18 02:00:00",757.6,764.3,53.5,1,2.5,11,279.15,288.65,0,0,0,0,0,0,0
"2014-03-18 04:00:00",756.55,763.15,42.5,2.5,4,11,277.65,290.65,0,0,0,0,0,0,0
"2014-03-18 06:00:00",756.2,762.8,43.5,2,4,11,277.15,289.65,0,0,0,0,0,0,0
"2014-03-18 08:00:00",756.55,763.15,35.5,2,4.5,11,275.65,291.15,0,300,1500,0,0,0,0
"2014-03-18 10:00:00",758.45,765,28.5,4.5,3,11,276.15,295.15,450,450,3000,0,1,0,0
"2014-03-18 12:00:00",758.9,765.4,26.5,5,4.5,11,276.65,297.15,600,0,3000,0,0,0,0
"2014-03-18 14:00:00",757.9,764.3,18,1,5.5,11,273.65,300.15,300,0,1500,0,0,0,0
"2014-03-18 16:00:00",756.75,763.15,14,9.5,2.5,11,272.15,302.15,0,0,0,0,0,0,0
"2014-03-18 18:00:00",756.4,762.8,22,9,3,11,275.65,300.15,0,0,0,0,0,0,0
"2014-03-18 20:00:00",757.4,763.9,29,9.5,3.5,11,277.15,296.15,0,0,0,0,0,0,0
"2014-03-18 22:00:00",757.75,764.3,36,6.5,4,11,277.65,293.65,0,0,0,0,0,0,0
"2014-03-19 00:00:00",757.6,764.3,52,5.5,2,11,279.15,289.15,0,0,0,0,0,0,0
"2014-03-19 02:00:00",757.2,763.9,59.5,10,2,11,279.15,287.15,0,0,0,0,0,0,0
"2014-03-19 06:00:00",756.7,763.5,73.5,14,1.5,11,278.15,282.65,0,0,0,0,0,0,0
"2014-03-19 08:00:00",757.6,764.3,91,17,1,0.2,285.15,286.65,0,0,0,30,0,0,0
"2014-03-19 10:00:00",758.3,765,91,14.5,2,6.5,286.15,287.65,0,90,480,0,0,0,0
"2014-03-19 12:00:00",758.45,765,63.5,14,2,9.5,285.15,292.65,240,240,0,0,0,0,0.12541806
"2014-03-19 14:00:00",757.4,763.9,48.5,14,5,11,285.15,296.65,240,0,0,0,0,0,0.04877369
"2014-03-19 16:00:00",756.3,762.8,55,14,6,11,285.15,294.65,0,0,0,0,0,0,0.00696767
"2014-03-19 20:00:00",756.95,763.55,72.5,12.5,4.5,7,285.65,291.15,0,150,0,0,0,0,0
"2014-03-19 22:00:00",757.95,764.65,88,12,3.5,8,286.15,288.15,0,390,0,0,0,0,0
"2014-03-20 02:00:00",758.3,765,77,17,1,11,284.15,288.15,0,0,480,0,0,0,0
"2014-03-20 04:00:00",757.6,764.3,77,9,1.5,11,284.15,288.15,0,0,480,0,0,0,0
"2014-03-20 06:00:00",757.6,764.3,72,13.5,1.5,11,283.15,288.15,0,0,480,0,0,0,0.12541806
"2014-03-20 08:00:00",757.95,764.65,70,16.5,1.5,11,283.15,288.65,0,0,480,0,0,0,0.404124861
"2014-03-20 10:00:00",758.35,765,63.5,10.5,2.5,11,282.65,289.65,0,0,480,0,0,0,0
"2014-03-20 12:00:00",758.4,765,49,13,3,11,281.65,292.65,300,3300,0,0,0,0,0.03483835
"2014-03-20 14:00:00",757.3,763.9,47.5,15,4,11,281.65,293.15,300,0,0,0,0,0,0.01393534
"2014-03-20 16:00:00",756.65,763.15,46,16,5.5,11,281.65,293.65,0,0,0,0,0,0,0
"2014-03-20 18:00:00",756.2,762.8,49,12.5,5.5,11,281.15,292.15,0,0,0,0,0,0,0.01393534
"2014-03-20 20:00:00",756.5,763.15,63.5,9,5,11,282.15,289.15,0,0,0,0,0,0,0.03483835
"2014-03-20 22:00:00",757.2,763.9,68,11,5.5,11,282.15,288.15,0,0,0,0,0,0,0.578316611
"2014-03-21 00:00:00",758.3,765,72,11,3,11,282.15,287.15,0,0,0,0,0,0,0.968506132
"2014-03-21 02:00:00",757.95,764.65,74.5,6,3,11,281.65,286.15,0,0,0,0,0,0,1.421404682
"2014-03-21 04:00:00",757.55,764.3,77,3,3.5,11,280.65,284.65,0,0,0,0,0,0,0.968506132
"2014-03-21 06:00:00",756.7,763.5,84.5,4,2,11,279.65,282.15,0,0,0,0,0,0,0
"2014-03-21 08:00:00",757.55,764.3,82,5,3,11,280.65,283.65,0,0,0,0,0,0,0
"2014-03-21 10:00:00",757.65,764.3,57.5,5,3,11,281.65,290.15,0,0,0,0,0,0,0.00696767
"2014-03-21 12:00:00",757.3,763.9,46,15.5,4.5,11,281.15,293.15,0,0,0,0,0,0,0.00696767
"2014-03-21 14:00:00",756.3,762.8,38,16,5.5,11,279.65,294.65,0,0,0,0,0,0,0.06270903
"2014-03-21 16:00:00",755.5,762,38,16,5.5,11,279.65,294.65,0,0,0,0,0,0,0.04180602
"2014-03-21 18:00:00",755.5,762,43.5,12.5,4.5,11,280.65,293.65,0,0,0,0,0,0,0
"2014-03-21 20:00:00",756.5,763.15,68,9,2.5,11,283.15,289.15,0,0,0,0,0,0,0
"2014-03-21 22:00:00",757.2,763.9,79.5,6,2,11,283.15,286.65,0,0,0,0,0,0,0
"2014-03-22 00:00:00",757.95,764.65,79.5,3,2,11,282.65,286.15,0,0,0,0,0,0,0
"2014-03-22 02:00:00",756.4,763.15,85,3,3,11,282.15,284.65,0,0,0,0,0,0,0
"2014-03-22 04:00:00",756,762.8,88,8,2.5,11,281.15,283.15,0,0,0,0,0,0,0
"2014-03-22 06:00:00",755.2,762,87.5,13,1.5,11,280.65,282.65,0,0,0,0,0,0,0
"2014-03-22 08:00:00",756.05,762.8,88,13.5,2,11,282.15,284.15,0,0,0,0,0,0,0
"2014-03-22 10:00:00",756.55,763.15,68,11,3,11,284.15,290.15,0,0,0,0,0,0,0.00696767
"2014-03-22 12:00:00",756.65,763.15,48.5,17,3,11,283.15,294.65,0,0,0,0,0,0,7.323021182
"2014-03-22 14:00:00",755.1,761.6,41.5,15,4.5,11,282.15,296.15,0,0,0,0,0,0,0.00696767
"2014-03-22 16:00:00",754,760.5,37,14,4.5,11,280.65,296.15,0,0,0,0,0,0,0.05574136
"2014-03-22 18:00:00",754,760.5,47,14,4.5,11,282.65,294.65,0,0,0,0,0,0,0
"2014-03-22 20:00:00",754.6,761.2,64,13,2.5,11,283.65,290.65,0,0,0,0,0,0,0
"2014-03-22 22:00:00",754.95,761.6,74.5,12,2,11,284.15,288.65,0,0,0,0,0,0,0
"2014-03-23 00:00:00",755.3,762,82,2.5,2,11,283.15,286.15,0,0,0,0,0,0,0
"2014-03-23 02:00:00",754.9,761.6,85,5.5,2,11,282.65,285.15,0,0,0,0,0,0,0
"2014-03-23 04:00:00",754.15,760.85,88,10.5,2.5,10.2718884521804,282.15,284.15,0,0,0,0,0,0,0
"2014-03-23 06:00:00",754.4,761.2,91,5.5,1.5,11,281.15,282.65,0,0,0,0,0,0,0
"2014-03-23 08:00:00",754.4,761.2,88,17,1,8,281.15,283.15,0,0,75,0,0,0,0
"2014-03-23 10:00:00",755.35,762,75,13,1.5,6.5,285.15,289.65,240,90,240,0,0,0,0
"2014-03-23 12:00:00",755.5,762,60,14,3,11,285.15,293.15,0,0,0,0,0,0,0
"2014-03-23 14:00:00",754.7,761.2,53.5,14.5,5,11,284.65,294.65,0,0,0,0,0,0,0
"2014-03-23 16:00:00",754,760.5,44,16,5,11,283.15,296.15,0,0,0,0,0,0,0
"2014-03-23 18:00:00",753.6,760.1,45.5,16,5,11,282.65,295.15,0,0,0,0,0,0,0
"2014-03-23 20:00:00",754.25,760.85,64,16.5,2,11,283.15,290.15,0,0,0,0,0,0,0
"2014-03-23 22:00:00",755.3,762,77,12,2,11,283.65,287.65,0,0,0,0,0,0,0
"2014-03-28 00:00:00",753.4,760.1,67,14.5,2.5,11,281.15,287.15,0,390,0,0,0,0,0.1393534
"2014-03-28 02:00:00",751.95,758.6,67,15.5,1.5,11,281.15,287.15,0,390,0,0,0,0,0.11148272
"2014-03-28 04:00:00",751.1,757.7,63,0,1,11,280.15,287.15,0,0,0,0,0,0,0
"2014-03-28 06:00:00",749.85,756.55,69.5,1.5,3,11,280.15,285.65,0,390,0,0,0,0,0
"2014-03-28 08:00:00",749.55,756.2,67.5,1.5,3,11,280.65,286.65,0,1500,390,0,0,0,2.403846154
"2014-03-28 10:00:00",748.8,755.4,59,7.5,3.5,9.5,280.15,288.15,0,3000,780,0,0,0,9.601449275
"2014-03-28 12:00:00",748.7,755.4,94,11,3.5,4,284.15,285.15,0,480,150,0,0,0,7.490245262
"2014-03-28 14:00:00",748.75,755.4,80,15,5,8,283.15,286.65,150,390,300,0,0,0,1.630434783
"2014-03-28 16:00:00",748,754.6,65.5,14,7,8,282.15,288.65,150,1500,750,0,0,0,0.2090301
"2014-03-28 18:00:00",748,754.6,70,15,6,8,282.15,287.65,0,3000,450,0,0,0,1.630434783
"2014-03-28 20:00:00",748,754.6,74.5,12,4,8,282.15,286.65,0,3000,0,0,0,0,3.023968785
"2014-03-28 22:00:00",747.2,753.9,88,10.5,6,6,283.15,285.15,0,3000,900,0,1,0,3.428093645
"2014-03-29 00:00:00",746.5,753.1,88,12,5.5,8,284.15,286.15,0,3000,900,0,1,0,4.124860647
"2014-03-29 02:00:00",747.3,753.9,82.5,15,6.5,7,283.15,286.15,450,3000,450,0,1,0,12.48606466
"2014-03-29 04:00:00",747.65,754.25,79.5,14,5.5,8,282.65,286.15,0,900,0,0,0,1,10.59085842
"2014-03-29 06:00:00",748.3,755,85,14,6,8,282.65,285.15,900,0,0,0,0,1,10.54208473
"2014-03-29 08:00:00",749.9,756.55,74.5,15,5.5,9.5,281.65,286.15,900,0,0,0,0,1,12.45122631
"2014-03-29 10:00:00",750.7,757.3,61.5,14,7.5,11,281.15,288.65,750,0,0,0,0,0.5,2.257525084
"2014-03-29 12:00:00",751.6,758.2,57.5,14,8,11,281.65,290.15,600,0,0,0,0,0,0.2090301
"2014-03-29 14:00:00",751.65,758.2,49,14,9.5,11,280.65,291.65,0,600,0,0,0,0,0.12541806
"2014-03-29 16:00:00",752,758.6,49,14,9.5,11,280.15,291.15,0,600,0,0,0,0,1.282051282
"2014-03-29 20:00:00",754.2,760.85,65,14,7,11,281.15,287.65,600,0,0,0,0,0,5.142140468
"2014-03-29 22:00:00",754.9,761.6,79.5,14,4.5,11,283.15,286.65,600,0,0,0,0,0,3.630156076
"2014-03-30 00:00:00",755.3,762,77,13.5,4,11,282.15,286.15,600,0,0,0,0,0,3.811315496
"2014-03-30 02:00:00",754.9,761.6,74.5,14.5,3.5,11,281.15,285.65,300,0,0,0,0,0,6.814381271
"2014-03-30 04:00:00",754.15,760.85,77,13,3,11,281.65,285.65,300,0,0,0,0,0,8.674749164
"2014-03-30 06:00:00",754.4,761.2,88,7.5,2,11,281.15,283.15,600,0,0,0,0,0,2.828874025
"2014-03-30 08:00:00",755.25,762,87.5,2,2.5,11,281.15,283.15,300,0,0,0,0,0,0
"2014-03-30 10:00:00",756.15,762.8,70,9.5,2.5,11,282.65,288.15,0,600,0,0,0,0,0
"2014-03-30 12:00:00",756.2,762.8,49,17,2,11,280.65,291.65,0,600,0,0,0,0,0
"2014-03-30 14:00:00",755.1,761.6,44.5,9,2,11,280.65,293.15,300,300,0,0,0,0,0
"2014-03-30 16:00:00",754.65,761.2,46,14,5.5,11,281.15,293.15,300,0,0,0,0,0,0
"2014-03-30 18:00:00",754.6,761.2,51,14,6,11,281.15,291.65,0,0,0,0,0,0,0
"2014-03-30 20:00:00",754.95,761.6,70,13.5,3.5,11,283.15,288.65,0,0,0,0,0,0,0
"2014-03-30 22:00:00",756.1,762.8,85,13,2.5,11,285.15,287.65,0,0,0,0,0,0,0
"2014-03-31 00:00:00",756.1,762.8,88,11,2,11,284.15,286.15,0,0,0,0,0,0,0
"2014-03-31 02:00:00",755.7,762.4,91,7.5,2,11,284.15,285.65,0,150,0,0,0,0,0
"2014-03-31 04:00:00",754.5,761.2,94,3,1.5,11,284.15,285.15,0,300,0,0,0,0,0
"2014-03-31 06:00:00",753.8,760.5,91,2.5,2,11,283.65,285.15,0,300,0,0,0,0,0
"2014-03-31 08:00:00",754.5,761.2,91,2,3,11,283.65,285.15,0,0,0,0,0,0,0
"2014-03-31 10:00:00",755.35,762,70.5,14.5,2,11,283.65,289.15,0,0,0,0,0,0,0
"2014-03-31 12:00:00",755.45,762,49,10.5,3,11,281.65,292.65,0,0,0,0,0,0,0
"2014-03-31 16:00:00",752.85,759.35,27,15,5,11,276.15,296.15,0,0,0,0,0,0,0
"2014-03-31 18:00:00",753.2,759.7,34.5,14.5,6,11,278.15,294.65,0,0,0,0,0,0,0
"2014-03-31 20:00:00",753.9,760.5,55,11,3,11,281.65,291.15,0,0,0,0,0,0,0
"2014-03-31 22:00:00",754.95,761.6,51.5,12.5,3.5,11,274.65,289.15,0,0,0,0,0,0,0
"2014-04-01 00:00:00",754.15,760.85,91,8.5,1.5,11,284.65,286.15,0,0,0,0,0,0,0
"2014-04-01 02:00:00",752.65,759.35,88,1.5,3,10.2718884521804,284.15,286.15,0,0,0,0,0,0,0
"2014-04-01 04:00:00",751.9,758.6,88,9,3,11,282.65,284.65,0,0,0,0,0,0,0
"2014-04-01 06:00:00",751.5,758.2,79.5,2.5,2.5,11,280.15,283.65,0,0,0,0,0,0,0
"2014-04-01 08:00:00",752.7,759.35,72.5,17,1,11,281.65,286.65,0,0,0,0,0,0,0
"2014-04-01 10:00:00",753.15,759.7,53.5,9,1.5,11,282.65,292.65,0,0,0,0,0,0,0
"2014-04-01 12:00:00",753.2,759.7,36,13.5,1.5,11,279.15,295.15,0,0,0,0,0,0,0
